set,block,dsp_us,cycle_us,input_cycles,comp_cycles,harmony_cycles,delay_cycles,reverb_cycles,master_cycles,new_grains,active_grains,source_grains,grain_samples,model_lookups,model_expensive,model_warp_us,formant_changed,pitch_changed,track_state,fallback,recovery,fir_computed,fir_reused,deferred_slices
miss,84471,2566,2714,6439,22578,779074,12730,26719,5423,2,2,0,1660,2,1,548.77,1,0,2,1,0,0,0,2
miss,84817,2606,2725,6543,54503,761486,13055,30623,5319,3,3,0,1073,3,1,522.61,1,0,2,1,0,0,0,3
miss,85694,2029,2149,6435,1903,599342,15547,27247,5359,3,3,0,885,3,2,439.73,1,1,2,1,0,0,0,3
miss,85731,2313,2497,6431,1898,682394,12675,33147,10183,4,4,0,876,4,1,403.57,1,0,2,1,0,0,0,4
miss,85762,1627,1760,6451,1907,457826,12763,27855,5391,3,3,0,3147,3,1,289.41,1,0,2,1,0,0,0,3
miss,85879,2504,2620,6491,57239,708409,12723,37959,5367,3,3,0,1113,3,1,463.33,1,0,2,1,0,0,0,3
miss,86168,2587,2706,6439,54387,752954,13040,28839,5287,3,3,0,1419,3,1,516.91,1,0,2,1,0,0,0,3
miss,86857,2498,2600,6447,54543,706462,12651,33155,5431,4,4,0,1268,4,2,544.86,1,0,2,1,0,0,0,4
miss,88099,2575,2731,6491,1859,809354,12755,27387,5339,3,3,0,1637,3,1,563.96,1,0,2,1,0,0,0,3
miss,88721,2086,2216,6483,1919,601882,12674,36595,5290,3,3,0,1039,3,1,426.06,1,0,2,1,0,0,0,3
miss,88861,2478,2604,6503,1876,715836,16059,49784,5355,2,2,0,2206,2,1,462.17,1,1,2,1,0,0,0,2
miss,88885,1898,2016,6459,1892,535178,15574,28179,5327,3,3,0,2127,3,1,367.74,1,0,2,1,0,0,0,3
miss,88939,2350,2470,6435,54431,675482,13059,28371,5303,3,3,0,1069,3,1,435.67,1,0,2,1,0,0,0,3
miss,89204,2010,2121,6507,56480,530446,12827,28595,5315,3,3,0,1395,3,1,372.56,1,1,2,1,0,0,0,3
miss,89767,2654,2811,6471,39956,771142,15439,27855,5411,3,3,0,1251,3,1,513.76,1,0,2,1,0,0,0,3
miss,90289,2586,2698,6439,54359,749218,13119,29526,5423,3,3,0,1247,3,1,505.04,1,0,2,1,0,0,0,3
miss,90453,2346,2456,6535,22920,704121,12943,24711,8095,3,3,0,1155,3,1,471.94,1,0,2,1,0,0,0,3
miss,90872,2689,2826,6623,54423,776026,12843,30039,5395,3,3,0,1473,3,1,541.83,1,0,2,1,0,0,0,3
miss,93055,2780,2892,7203,55575,805198,13103,30427,5271,3,3,0,1089,3,1,549.71,1,0,2,1,0,0,0,3
miss,96183,2665,2784,9155,22191,818194,12739,27271,5411,3,3,0,2511,3,1,580.64,1,0,2,1,0,0,0,3
miss,96531,2575,2700,6571,54516,754122,12875,27031,5263,3,3,0,1079,3,1,511.97,1,0,2,1,0,0,0,3
miss,97591,2612,2738,6511,54459,750394,12715,30735,5323,3,3,0,1113,3,1,520.66,1,0,2,1,0,0,0,3
miss,97882,2635,2736,6467,54411,766570,12711,30099,5331,3,3,0,1443,3,1,510.99,1,0,2,1,0,0,0,3
miss,98557,2154,2258,6487,54275,599382,13128,25603,5267,3,3,0,1015,3,1,406.70,1,0,2,1,0,0,0,3
miss,99285,2631,2728,6463,54487,773194,12603,30699,5343,3,3,0,1003,3,1,543.52,1,0,2,1,0,0,0,3
miss,99482,1879,2029,6445,1899,554734,12531,24502,5379,3,3,0,1853,3,2,410.22,1,0,2,1,0,0,0,3
miss,99555,2525,2647,6459,53407,720042,13044,34563,5386,3,3,0,1495,3,2,515.40,1,1,2,1,0,0,0,3
miss,100101,2573,2708,6519,56623,730901,12944,38099,5415,3,3,0,1207,3,1,499.80,1,0,2,1,0,0,0,3
miss,100387,2400,2518,6495,53835,688178,12663,24751,5351,3,3,0,1135,3,1,483.98,1,0,2,1,0,0,0,3
miss,100905,2532,2651,6439,1903,747590,12787,29488,5403,3,3,0,1541,3,1,531.68,1,0,2,1,0,0,0,3
miss,101329,2597,2715,6567,54547,754434,14891,30135,5415,3,3,0,1263,3,2,559.58,1,0,2,1,0,0,0,3
miss,102026,2585,2695,6479,54523,746282,12827,33968,8143,3,3,0,1123,3,1,490.55,1,0,2,1,0,0,0,3
miss,103201,2694,2806,6483,56711,777297,12847,34627,5343,3,3,0,1347,3,1,534.01,1,0,2,1,0,0,0,3
miss,104636,2493,2597,6471,1827,771134,12671,32992,5371,3,3,0,1637,3,1,507.39,1,0,2,1,0,0,0,3
miss,105260,2059,2191,6439,1939,590406,15539,45495,7483,3,3,0,1039,3,1,391.15,1,0,2,1,0,0,0,3
miss,105398,2316,2443,6395,1835,708370,12711,30384,8055,3,3,0,2295,3,1,458.84,1,0,2,1,0,0,0,2
miss,105423,2007,2134,6555,1907,598894,12739,31752,5355,3,3,0,1965,3,2,520.03,1,1,2,1,0,0,0,3
miss,105476,2305,2410,6507,54667,662658,13399,24271,5255,3,3,0,1067,3,1,458.68,1,0,2,1,0,0,0,3
miss,105741,2026,2165,9259,53671,538910,12823,37884,5475,3,3,0,2181,3,2,434.68,1,1,2,1,0,0,0,3
miss,106305,2689,2807,6535,54144,771090,12795,40731,5423,3,3,0,1251,3,1,519.34,1,0,2,1,0,0,0,3
miss,106826,2552,2663,6483,54595,735882,13192,33332,5335,3,3,0,1247,3,1,483.88,1,0,2,1,0,0,0,3
miss,106990,2465,2639,10983,25491,712802,13092,36452,5423,3,3,0,1155,3,1,486.62,1,0,2,1,0,0,0,3
miss,107411,2513,2637,6467,54611,716642,14855,30366,8218,3,3,0,1421,3,1,471.35,1,0,2,1,0,0,0,3
miss,109592,2757,2905,6499,54519,818706,12895,29539,5415,3,3,0,1869,3,2,607.21,1,0,2,1,0,0,0,3
miss,112721,2698,2815,6463,22495,820734,15551,29223,5423,3,3,0,2511,3,1,594.19,1,0,2,1,0,0,0,3
miss,113071,2676,2810,9499,54591,768522,12735,35066,5335,3,3,0,1065,3,1,550.83,1,0,2,1,0,0,0,3
miss,114127,2469,2567,6547,54435,716714,12767,29484,5479,3,3,0,1113,3,1,497.71,1,0,2,1,0,0,0,3
miss,114421,2685,2804,6455,57346,757505,12587,30716,5339,2,2,0,1038,2,1,522.56,1,0,2,1,0,0,0,2
miss,115094,2290,2423,6407,55363,631254,13132,32572,5283,3,3,0,1015,3,1,398.38,1,0,2,1,0,0,0,3
miss,115821,2752,2865,6523,57482,793118,12834,34698,5303,3,3,0,1001,3,1,551.05,1,0,2,1,0,0,0,3
miss,116021,1805,1908,6439,1899,523398,12743,28171,6339,3,3,0,985,3,1,393.18,1,0,2,1,0,0,0,3
miss,116091,2419,2537,6486,50419,694738,12771,27356,5331,2,2,0,1230,2,1,516.42,1,0,2,1,0,0,0,2
miss,116641,2754,2902,6463,55431,776830,12859,35199,5291,3,3,0,1149,3,1,498.80,1,0,2,1,0,0,0,3
miss,116925,2453,2572,6435,53855,706614,15647,25327,5399,3,3,0,1135,3,1,433.36,1,0,2,1,0,0,0,3
miss,117441,2368,2505,6463,1896,714530,12847,35819,5363,2,2,0,1090,2,1,455.29,1,0,2,1,0,0,0,2
miss,117865,2688,2819,6531,56167,736262,13227,33443,5371,3,3,0,2013,3,1,510.05,1,0,2,1,0,0,0,3
miss,118562,2550,2648,6491,54686,740638,12747,30099,5403,3,3,0,1115,3,1,513.46,1,0,2,1,0,0,0,3
miss,119737,2649,2769,13235,56407,767722,12691,29052,5383,3,3,0,1339,3,1,554.01,1,0,2,1,0,0,0,3
miss,121173,2548,2685,6479,1944,795050,12763,24471,7451,3,3,0,1637,3,1,538.45,1,0,2,1,0,0,0,3
miss,121796,2051,2183,6383,1867,616601,12719,27207,5371,3,3,0,1039,3,2,447.68,1,0,2,1,0,0,0,3
miss,121934,2362,2471,6567,1851,707158,12727,33395,5343,3,3,0,2465,3,1,460.47,1,1,2,1,0,0,0,3
miss,121960,1892,2009,6451,1887,549282,12787,31200,5455,3,3,0,2127,3,1,356.44,1,0,2,1,0,0,0,3
miss,122012,2406,2526,6571,57183,683126,13484,32871,5239,4,4,0,1420,4,1,424.84,1,0,2,1,0,0,0,4
miss,122281,2433,2597,6451,56527,606361,12919,35935,5375,3,3,0,1389,3,1,421.98,1,0,2,1,0,0,0,3
miss,122842,2610,2735,6411,40008,779958,12715,28535,7475,3,3,0,1251,3,1,516.75,1,0,2,1,0,0,0,3
miss,123362,2597,2708,6407,54499,762502,13135,28695,5423,3,3,0,1247,3,1,528.23,1,0,2,1,0,0,0,3
miss,123529,2357,2475,6502,22895,688738,12962,33659,5423,3,3,0,1155,3,1,461.50,1,0,2,1,0,0,0,3
miss,123950,2504,2634,6591,54619,710882,17755,32444,5355,3,3,0,1409,3,1,489.91,1,0,2,1,0,0,0,3
miss,126130,2708,2821,6579,54323,800046,13055,30359,5315,3,3,0,1089,3,1,557.10,1,0,2,1,0,0,0,3
miss,129260,2730,2847,6535,22447,843682,12679,30399,5359,3,3,0,2511,3,1,629.95,1,0,2,1,0,0,0,3
miss,129608,2619,2722,6439,59924,769558,12727,26831,5287,3,3,0,1081,3,1,529.01,1,0,2,1,0,0,0,3
miss,130665,2750,2897,9450,54947,764778,12971,27347,5311,3,3,0,1113,3,1,504.49,1,0,2,1,0,0,0,3
miss,130957,2722,2893,6479,54635,774822,15555,30819,5319,3,3,0,1557,3,1,517.26,1,0,2,1,0,0,0,3
miss,131631,2137,2256,6455,54435,594330,13036,27439,5307,3,3,0,1015,3,1,369.50,1,0,2,1,0,0,0,3
miss,132890,2631,2742,6403,1899,810534,12807,32300,5399,3,3,0,1639,3,1,579.19,1,0,2,1,0,0,0,3
miss,133165,1831,1948,6423,57443,472298,12899,33995,5339,2,2,0,822,2,1,319.22,1,1,2,1,0,0,0,2
miss,133507,1796,1907,6503,1911,506498,12814,32483,9495,3,3,0,1071,3,2,317.48,1,0,2,1,0,0,0,3
miss,133651,2373,2515,6431,1879,720614,12651,32300,5475,3,3,0,2277,3,1,517.63,1,0,2,1,0,0,0,3
miss,133725,2379,2506,6423,54639,673218,12763,29770,5287,3,3,0,1061,3,1,426.58,1,0,2,1,0,0,0,3
miss,133995,2202,2335,6487,54202,601122,12762,36795,5355,3,3,0,1403,3,1,387.51,1,1,2,1,0,0,0,3
miss,134557,2524,2656,6499,53619,738318,12983,27647,5403,3,3,0,1195,3,1,520.42,1,0,2,1,0,0,0,3
miss,135092,2622,2734,6387,54611,753726,12903,30879,7963,2,2,0,806,2,1,517.68,1,0,2,1,0,0,0,2
miss,135242,2390,2507,6551,22923,699534,12607,35199,7035,3,3,0,1193,3,1,480.74,1,0,2,1,0,0,0,3
miss,135662,2492,2602,6631,54503,721322,15823,29803,5419,3,3,0,1335,3,1,505.01,1,0,2,1,0,0,0,3
miss,137845,2808,2884,6395,57543,814506,12783,40183,5379,3,3,0,1089,3,2,625.81,1,0,2,1,0,0,0,3
miss,140973,2746,2863,6439,25043,840990,12627,30547,5355,3,3,0,2505,3,1,621.71,1,0,2,1,0,0,0,3
miss,141322,2724,2834,6531,54351,792894,13239,35962,5359,3,3,0,1073,3,1,535.20,1,0,2,1,0,0,0,3
miss,142381,2720,2858,13943,54462,777958,12759,38399,5375,3,3,0,1113,3,1,563.29,1,0,2,1,0,0,0,3
miss,142669,2694,2857,6431,59447,785790,13295,28579,5355,3,3,0,1425,3,1,540.46,1,0,2,1,0,0,0,3
miss,143361,2549,2658,6515,57559,734242,12935,30039,5383,3,3,0,951,3,1,546.35,1,0,2,1,0,0,0,3
miss,144074,2755,2901,6483,56559,773918,12968,32963,5351,3,3,0,1017,3,1,532.87,1,0,2,1,0,0,0,3
miss,144356,2546,2645,6451,56615,722626,12695,25232,5511,3,3,0,1405,3,1,518.21,1,1,2,1,0,0,0,3
miss,144890,2564,2682,6479,53699,737096,12903,30406,5271,3,3,0,1135,3,1,501.05,1,0,2,1,0,0,0,3
miss,145177,2417,2544,6459,53859,694402,12691,24715,5359,3,3,0,1081,3,1,440.09,1,0,2,1,0,0,0,3
miss,145694,2478,2578,6379,4222,737778,12795,32682,8487,3,3,0,1545,3,1,520.88,1,0,2,1,0,0,0,3
miss,146103,2582,2701,6467,53403,759862,12923,30255,5291,3,3,0,1213,3,1,554.58,1,0,2,1,0,0,0,3
miss,146815,2585,2720,10079,57139,726346,13280,33511,5375,3,3,0,1017,3,1,458.04,1,0,2,1,0,0,0,3
miss,147991,2604,2729,6511,53843,759210,12839,38275,5291,3,3,0,1379,3,1,505.78,1,0,2,1,0,0,0,3
miss,149426,2488,2607,6539,1907,769582,12680,30044,7895,3,3,0,1639,3,1,514.98,1,0,2,1,0,0,0,3
miss,149702,2040,2132,6543,54499,553594,12939,24923,5427,3,3,0,2123,3,2,389.52,1,1,2,1,0,0,0,3
miss,150044,1757,1891,6439,1882,502430,12990,30159,5335,3,3,0,1017,3,1,282.73,1,1,2,1,0,0,0,3
miss,150187,2410,2527,6487,1851,737398,12695,32827,5391,3,3,0,2449,3,1,480.71,1,1,2,1,0,0,0,3
miss,150261,2415,2534,6483,55691,672682,12787,30042,5383,3,3,0,1061,3,1,395.97,1,0,2,1,0,0,0,3
miss,150532,2082,2199,6435,53755,550894,13067,46012,5431,3,3,0,1403,3,1,375.88,1,1,2,1,0,0,0,3
miss,151095,2457,2571,6443,53487,711010,13031,28247,5331,3,3,0,1195,3,1,513.21,1,0,2,1,0,0,0,3
miss,151631,2641,2759,6463,54679,769446,12715,32467,5447,3,3,0,1209,3,1,521.71,1,0,2,1,0,0,0,3
miss,151780,2332,2476,8976,30978,670194,12899,27891,5351,3,3,0,1155,3,1,473.74,1,0,2,1,0,0,0,2
miss,152197,2403,2552,6459,53759,690686,12754,27323,5436,3,3,0,1391,3,1,458.14,1,0,2,1,0,0,0,3
miss,154382,2789,2942,6551,54431,824333,12767,33279,5391,3,3,0,1869,3,2,608.04,1,0,2,1,0,0,0,3
miss,157511,2784,2909,8999,22211,838910,12895,44031,5491,3,3,0,2505,3,1,563.38,1,0,2,1,0,0,0,3
miss,157861,2656,2762,8776,54791,751026,13391,35106,8099,3,3,0,1075,3,1,544.71,1,0,2,1,0,0,0,3
miss,158917,2691,2804,6527,57159,758202,12911,40807,5271,3,3,0,1113,3,1,502.88,1,0,2,1,0,0,0,3
miss,159206,2470,2579,6487,56807,709450,13043,27623,5375,3,3,0,1423,3,1,485.02,1,0,2,1,0,0,0,3
miss,159901,2538,2680,8499,54655,729170,12767,28719,5439,3,3,0,957,3,1,483.40,1,0,2,1,0,0,0,3
miss,160611,2656,2745,6515,57155,782506,13147,28151,5323,3,3,0,1081,3,1,567.66,1,0,2,1,0,0,0,3
miss,160893,2476,2588,6475,53811,710661,12679,27664,5420,3,3,0,1405,3,2,525.20,1,1,2,1,0,0,0,3
miss,161426,2549,2684,6395,53831,739006,15651,27011,5479,3,3,0,1133,3,1,479.99,1,0,2,1,0,0,0,3
miss,161714,2521,2666,8251,54863,702938,12683,30135,5399,3,3,0,1081,3,1,445.58,1,0,2,1,0,0,0,3
miss,162231,2344,2448,6423,1887,716382,12691,26955,5347,2,2,0,1000,2,1,500.56,1,0,2,1,0,0,0,2
miss,162640,2569,2667,6487,63863,722426,12727,36363,5255,3,3,0,1125,3,1,464.91,1,0,2,1,0,0,0,2
miss,163352,2594,2700,6499,54543,753078,13127,32827,5399,3,3,0,1063,3,1,490.30,1,0,2,1,0,0,0,3
miss,164527,2795,2891,15351,56371,780534,12727,29747,5383,3,3,0,1365,3,1,535.45,1,0,2,1,0,0,0,3
miss,165962,2510,2645,6511,3175,786090,12783,27859,5359,3,3,0,1637,3,1,518.74,1,0,2,1,0,0,0,3
miss,166240,1861,1961,6683,59987,485881,13123,27891,5267,2,2,0,822,2,1,330.72,1,1,2,1,0,0,0,2
miss,166581,1862,1971,6491,1887,523418,12647,35827,5355,3,3,0,1673,3,1,287.32,1,0,2,1,0,0,0,3
miss,166725,2445,2555,6507,1883,749122,15575,26423,5423,3,3,0,2277,3,1,511.89,1,0,2,1,0,0,0,2
miss,166801,2401,2517,6487,54479,669558,12827,41215,5303,3,3,0,1057,3,1,446.61,1,0,2,1,0,0,0,3
miss,167071,2325,2480,11835,56827,637122,12796,35751,5395,3,3,0,1403,3,2,484.47,1,1,2,1,0,0,0,3
miss,167631,2659,2782,6591,48020,780230,12938,29994,5402,3,3,0,1211,3,1,529.86,1,0,2,1,0,0,0,3
miss,168169,2835,2954,10807,59787,766618,15707,27991,5371,3,3,0,1209,3,1,486.88,1,0,2,1,0,0,0,3
miss,168319,2306,2432,6415,23435,679757,12727,32527,5443,3,3,0,1155,3,1,454.82,1,0,2,1,0,0,0,3
miss,168735,2504,2637,6491,53895,722153,12703,27627,5387,3,3,0,1391,3,1,468.16,1,0,2,1,0,0,0,3
miss,170920,2813,2941,6503,56795,796766,23659,44767,5411,3,3,0,1089,3,1,567.19,1,0,2,1,0,0,0,3
miss,174050,2828,2940,6467,22955,854110,15675,43871,5323,3,3,0,2505,3,1,621.14,1,0,2,1,0,0,0,3
miss,174397,2669,2859,6523,57395,763050,13100,35231,5255,3,3,0,1073,3,1,504.96,1,0,2,1,0,0,0,3
miss,175454,2617,2726,6539,57031,746022,12679,39098,5351,3,3,0,1113,3,1,491.16,1,0,2,1,0,0,0,3
miss,175742,2551,2675,6443,56323,733866,16308,32412,5371,3,3,0,1425,3,1,489.92,1,0,2,1,0,0,0,3
miss,176437,2420,2555,6503,54547,696634,12715,26363,5303,4,4,0,1270,4,2,484.52,1,0,2,1,0,0,0,4
miss,177679,2624,2705,15911,1891,803598,12734,29719,5351,3,3,0,1581,3,1,560.29,1,0,2,1,0,0,0,3
miss,177833,1462,1574,6326,56599,268113,12823,31079,5435,1,1,0,477,1,1,158.98,1,0,2,0,0,0,0,4
miss,178297,2059,2196,13211,4486,575845,12871,31391,5327,3,3,0,1047,3,1,340.81,1,0,2,1,0,0,0,3
miss,178442,2518,2632,6479,1907,776226,12659,27343,5363,3,3,0,3297,3,1,580.14,1,1,2,1,0,0,0,3
miss,178514,2458,2569,6435,57098,700870,12943,33447,6839,3,3,0,1059,3,1,501.26,1,0,2,1,0,0,0,3
miss,178793,1470,1582,6463,64735,256002,14758,25143,5503,1,1,0,475,1,1,165.21,1,1,2,1,0,0,0,4
miss,179343,2481,2591,6491,22503,745710,12695,24264,5375,3,3,0,1279,3,1,525.88,1,0,2,1,0,0,0,3
miss,179864,2591,2730,6511,54571,745514,13079,30147,5379,3,3,0,1141,3,1,505.92,1,0,2,1,0,0,0,3
miss,180032,2366,2456,6483,25523,692790,12927,35123,5403,3,3,0,1235,3,1,462.66,1,0,2,1,0,0,0,3
miss,180446,2527,2638,8883,53715,722825,12799,29279,5359,3,3,0,1369,3,1,478.12,1,0,2,1,0,0,0,3
miss,182636,2799,2924,6567,54463,825542,13023,27335,5371,3,3,0,1089,3,2,592.43,1,0,2,1,0,0,0,3
miss,185762,2574,2675,6511,22351,783990,12647,32751,6919,2,2,0,1658,2,1,563.31,1,0,2,1,0,0,0,2
miss,186109,2537,2667,6443,55751,718010,12731,30379,9579,3,3,0,1065,3,1,456.81,1,0,2,1,0,0,0,3
miss,187171,2713,2834,6463,60123,775866,12831,40964,5387,3,3,0,1113,3,1,511.32,1,0,2,1,0,0,0,3
miss,187459,2669,2770,6423,62735,750034,12643,42135,5299,3,3,0,1419,3,1,501.49,1,0,2,1,0,0,0,3
miss,188152,2454,2582,6463,54563,696602,13231,30235,5311,3,3,0,955,3,1,432.59,1,0,2,1,0,0,0,3
miss,188861,2703,2828,6459,54635,794966,12963,32451,5387,3,3,0,1019,3,1,497.49,1,0,2,1,0,0,0,3
miss,189137,1790,1917,6503,54715,428981,25271,27695,8162,1,1,0,579,1,1,419.54,1,1,2,1,0,0,0,1
miss,189679,2516,2590,8203,53623,721434,15608,33859,5391,3,3,0,1227,3,1,447.35,1,0,2,1,0,0,0,3
miss,189968,2396,2520,6463,53691,687694,12763,24687,5315,3,3,0,1077,3,1,454.94,1,0,2,1,0,0,0,2
miss,190484,2422,2540,11791,1895,731962,12715,32707,5339,3,3,0,1605,3,1,484.63,1,0,2,1,0,0,0,3
miss,190904,2649,2746,13807,55512,750766,13087,33323,5355,3,3,0,1257,3,1,557.15,1,0,2,1,0,0,0,3
miss,191605,2547,2697,7727,57243,723530,12927,38615,5319,3,3,0,1109,3,1,505.93,1,0,2,1,0,0,0,3
miss,192781,2754,2866,10507,58636,796442,15656,27743,5311,3,3,0,1377,3,1,555.25,1,0,2,1,0,0,0,3
miss,194216,2526,2644,6431,2303,785950,12663,24767,5219,3,3,0,1631,3,1,557.74,1,0,2,1,0,0,0,3
miss,194834,1748,1870,6483,1887,496062,12867,30163,5587,3,3,0,1047,3,1,306.10,1,0,2,1,0,0,0,3
miss,194978,2284,2410,6471,1911,691490,12719,35515,5431,2,2,0,2206,2,1,462.13,1,0,2,1,0,0,0,2
miss,195051,2434,2557,6427,54391,691710,13251,36663,5331,3,3,0,1065,3,1,520.83,1,0,2,1,0,0,0,3
miss,195880,2462,2616,6407,22759,736098,12738,32623,5319,2,2,0,858,2,1,515.26,1,0,2,1,0,0,0,2
miss,196073,1541,1667,6491,54123,285545,17663,33498,5310,1,1,0,423,1,1,186.11,1,0,2,0,0,0,0,4
miss,196401,2671,2793,6535,57499,782370,13275,26691,5403,3,3,0,1147,3,1,559.78,1,0,2,1,0,0,0,3
miss,196571,2468,2583,6483,23259,725782,14975,39939,7455,3,3,0,1229,3,1,478.02,1,0,2,1,0,0,0,3
miss,196982,2556,2690,6663,54759,718954,12787,33515,5366,3,3,0,1401,3,1,497.67,1,0,2,1,0,0,0,3
miss,199172,2779,2905,6571,54411,823662,13003,30743,5327,3,3,0,1869,3,2,620.19,1,0,2,1,0,0,0,3
miss,202300,2692,2812,8455,27783,823190,12711,26998,5470,2,2,0,1630,2,1,587.82,1,0,2,1,0,0,0,2
miss,202646,2552,2664,9147,54491,750802,12967,24951,5459,3,3,0,1065,3,1,491.42,1,0,2,1,0,0,0,3
miss,203707,2560,2667,8219,55387,731822,12711,27083,5287,3,3,0,1113,3,1,505.10,1,0,2,1,0,0,0,3
miss,203995,2613,2732,6447,53895,750450,12683,37931,5291,3,3,0,1421,3,1,493.37,1,0,2,1,0,0,0,3
miss,204691,2435,2554,6435,54531,673710,16235,35307,5447,2,2,0,634,2,1,428.96,1,0,2,1,0,0,0,2
miss,205399,2566,2683,6531,54603,758954,12787,23963,5254,3,3,0,1015,3,1,518.18,1,0,2,1,0,0,0,3
miss,205671,2602,2734,6483,53535,741386,12799,32758,5338,3,3,0,1745,3,2,541.29,1,1,2,1,0,0,0,3
miss,206216,2541,2643,6535,56663,734874,13104,27719,5339,3,3,0,1227,3,1,505.36,1,0,2,1,0,0,0,3
miss,206505,2583,2703,6631,54355,704014,12759,30014,5395,3,3,0,1077,3,1,494.84,1,0,2,1,0,0,0,3
miss,206790,1572,1749,9440,77247,177531,12783,25342,5422,0,0,0,0,0,0,0.00,0,1,2,1,0,0,0,3
