set,block,dsp_us,cycle_us,input_cycles,comp_cycles,harmony_cycles,delay_cycles,reverb_cycles,master_cycles,new_grains,active_grains,source_grains,grain_samples,model_lookups,model_expensive,model_warp_us,formant_changed,pitch_changed,track_state,fallback,recovery,fir_computed,fir_reused,deferred_slices
top,129050,2653,2809,6479,56583,779466,12599,24211,5331,3,3,0,1251,3,1,537.15,1,0,2,1,0,0,0,3
top,52536,2783,2889,6407,53919,831146,12571,24735,5467,3,3,0,1947,3,2,624.56,1,0,2,1,0,0,0,3
top,220187,2723,2834,6535,25087,829466,12607,25439,5407,3,3,0,2661,3,1,590.32,1,0,2,1,0,0,0,3
top,130329,2670,2784,8883,53127,768814,15747,38511,5291,3,3,0,1457,3,1,530.08,1,1,2,1,0,0,0,3
top,10566,2628,2738,9159,53915,762038,12591,27659,8279,3,3,0,1181,3,1,539.51,1,0,2,1,0,0,0,3
top,36774,2654,2738,6519,53959,784842,13036,27951,5387,3,3,0,1307,3,1,542.04,1,0,2,1,0,0,0,3
top,74323,2661,2759,6411,59331,777026,13304,27555,5443,3,3,0,2339,3,1,575.12,1,0,2,1,0,0,0,3
top,106220,2700,2824,6531,56611,765062,15439,36052,5431,3,3,0,1209,3,1,512.14,1,0,2,1,0,0,0,3
top,159800,2637,2763,6523,53887,754742,13016,27575,5383,3,3,0,1251,3,1,549.35,1,0,2,1,0,0,0,3
top,222039,2789,2901,6495,59315,796426,13083,35307,5371,3,3,0,1545,3,1,550.94,1,0,2,1,0,0,0,3
top,25188,2641,2761,6555,21959,801546,12616,33778,5467,2,2,0,1816,2,2,580.61,1,0,2,1,0,0,0,2
top,47139,2664,2790,6423,1899,827802,15639,35647,5443,3,3,0,1773,3,1,565.08,1,0,2,1,0,0,0,3
top,12774,2669,2774,6391,53147,777330,13067,35980,5379,3,3,0,1357,3,1,539.45,1,0,2,1,0,0,0,3
top,162639,2717,2840,6487,1923,832318,15419,49863,5307,3,3,0,1773,3,1,580.12,1,0,2,1,0,0,0,3
top,153823,2735,2833,6415,53959,799442,15800,37675,5359,3,3,0,2339,3,1,595.29,1,0,2,1,0,0,0,3
top,172970,2732,2860,6499,53935,777714,12555,36399,5351,3,3,0,1209,3,1,543.92,1,0,2,1,0,0,0,3
top,45039,2638,2749,6543,53911,747613,12727,30739,5439,3,3,0,1545,3,1,476.54,1,0,2,1,0,0,0,3
top,70536,2786,2884,6435,56567,822214,12562,29482,5475,3,3,0,1947,3,2,613.90,1,0,2,1,0,0,0,3
top,1410,2689,2814,6483,53979,769702,15307,33080,5367,3,3,0,1581,3,1,510.31,1,0,2,1,0,0,0,3
top,108066,2634,2731,6535,53867,772506,15423,28171,5455,3,3,0,1181,3,1,558.56,1,0,2,1,0,0,0,3
top,156816,2669,2780,6527,53915,780914,13035,28383,5399,3,3,0,1181,3,1,558.22,1,0,2,1,0,0,0,3
top,204039,2636,2720,6503,53931,754566,18067,29552,5459,3,3,0,1545,3,1,512.78,1,0,2,1,0,0,0,3
top,93470,2636,2750,6571,53915,758609,12951,29772,5467,3,3,0,1209,3,1,542.45,1,0,2,1,0,0,0,3
top,177800,2769,2923,11367,56579,782921,13096,39208,5279,3,3,0,1251,3,1,550.86,1,0,2,1,0,0,0,3
top,62300,2643,2753,6463,53887,742841,15434,30391,5319,3,3,0,1251,3,1,484.36,1,0,2,1,0,0,0,3
top,56323,2693,2800,6487,56635,788054,13019,31167,5343,3,3,0,2339,3,1,565.07,1,0,2,1,0,0,0,3
top,59611,2657,2790,9123,55875,748118,12558,36923,5446,3,3,0,1769,3,2,578.19,1,1,2,1,0,0,0,3
top,93789,2715,2828,6407,53927,782634,13276,30107,5403,3,3,0,1545,3,1,567.04,1,0,2,1,0,0,0,3
top,221720,2700,2793,6471,53895,758026,19763,30255,5423,3,3,0,1209,3,1,520.03,1,0,2,1,0,0,0,3
top,31550,2642,2775,6491,53871,771606,12567,30432,5295,3,3,0,1251,3,1,536.08,1,0,2,1,0,0,0,3
top,73937,2630,2734,9047,24619,803138,12579,27452,5471,3,3,0,2661,3,1,569.39,1,0,2,1,0,0,0,3
top,98910,2633,2737,6479,53968,762442,12551,30559,5415,3,3,0,1581,3,1,571.85,1,0,2,1,0,0,0,3
miss,204,2534,2668,6459,21880,763022,12555,25227,5395,3,3,0,1379,3,1,546.93,1,0,2,1,0,0,0,3
miss,774,2552,2674,6443,53939,751098,13039,24891,5359,3,3,0,1307,3,1,503.80,1,0,2,1,0,0,0,3
miss,954,2340,2467,6535,21894,701922,13091,25283,5383,3,3,0,1345,3,1,489.62,1,0,2,1,0,0,0,3
miss,1139,1406,1502,6383,53971,260033,12651,25347,5431,1,1,0,437,1,0,30.65,0,0,2,0,0,0,0,4
miss,1410,2689,2814,6483,53979,769702,15307,33080,5367,3,3,0,1581,3,1,510.31,1,0,2,1,0,0,0,3
miss,2099,1387,1484,6443,54012,262759,12607,26583,5483,1,1,0,459,1,0,30.64,0,0,2,0,0,0,0,4
miss,3786,2783,2873,6395,59299,808713,13343,35434,5383,3,3,0,1947,3,2,623.26,1,0,2,1,0,0,0,3
miss,3827,1364,1471,6491,56639,251679,13495,29919,5251,1,1,0,385,1,0,51.24,0,0,2,0,0,0,0,4
miss,7188,2614,2755,6475,21983,791238,14307,36783,5507,2,2,0,1816,2,2,594.08,1,0,2,1,0,0,0,2
miss,7573,2610,2728,6391,53935,767194,12574,27895,5362,3,3,0,2339,3,1,577.29,1,0,2,1,0,0,0,3
miss,7581,1376,1494,6535,53947,330938,12611,25971,5427,1,1,0,773,1,1,274.26,1,0,2,1,0,0,0,4
miss,7667,1340,1443,6442,52195,256684,12803,25135,5379,1,1,0,387,1,0,15.83,0,0,2,0,0,0,0,4
miss,8720,2716,2837,6411,56615,787961,12579,37399,5455,3,3,0,1209,3,1,547.28,1,0,2,1,0,0,0,3
miss,9039,2696,2824,6479,53939,770286,12647,37399,8103,3,3,0,1545,3,1,553.52,1,0,2,1,0,0,0,3
miss,9770,2117,2243,6471,55227,579438,13119,31288,5403,3,3,0,2271,3,1,415.69,1,0,2,1,0,0,0,3
miss,10566,2628,2738,9159,53915,762038,12591,27659,8279,3,3,0,1181,3,1,539.51,1,0,2,1,0,0,0,3
miss,10861,2567,2680,6435,53171,731386,12626,35330,5483,3,3,0,1769,3,2,585.44,1,1,2,1,0,0,0,3
miss,11454,2562,2686,6575,53111,751358,12772,23675,5455,3,3,0,1307,3,1,523.21,1,0,2,1,0,0,0,3
miss,11761,2380,2488,6451,21987,709798,15438,28439,5319,3,3,0,1169,3,1,490.06,1,1,2,1,0,0,0,3
miss,11891,1354,1458,6551,56607,249205,12771,28791,5427,1,1,0,469,1,1,209.16,1,0,2,0,0,0,0,4
miss,12331,2411,2538,6487,1907,741130,12743,27987,5358,3,3,0,1699,3,1,511.88,1,0,2,1,0,0,0,3
miss,12774,2669,2774,6391,53147,777330,13067,35980,5379,3,3,0,1357,3,1,539.45,1,0,2,1,0,0,0,3
miss,13171,1508,1613,6499,56547,296029,12603,25975,5383,1,1,0,465,1,1,119.92,1,0,2,0,0,0,0,4
miss,13302,1368,1472,6480,53187,263807,12551,30951,5327,1,1,0,463,1,0,75.04,0,0,2,0,0,0,0,4
miss,13550,2571,2673,6399,53895,743602,20035,24523,5323,3,3,0,1251,3,1,547.14,1,0,2,1,0,0,0,3
miss,13560,1507,1597,6435,62707,313087,12587,30400,5299,1,1,0,397,1,0,73.13,0,0,2,1,0,0,0,4
miss,14261,1354,1476,6351,56187,260022,33791,33667,7579,1,1,0,433,1,1,173.98,1,0,2,1,0,0,0,4
miss,14829,2642,2753,6435,53135,775914,14491,26835,5311,3,3,0,1457,3,1,539.10,1,1,2,1,0,0,0,3
miss,16389,2567,2674,6487,1887,793030,12675,34847,5271,3,3,0,1773,3,1,542.66,1,0,2,1,0,0,0,3
miss,16563,1455,1559,6487,53131,290550,12559,27555,5423,1,1,0,519,1,1,171.48,1,0,2,0,0,0,0,4
miss,17070,2001,2109,6463,1931,587694,12875,34775,5403,3,3,0,1143,3,1,435.98,1,0,2,1,0,0,0,3
miss,17214,2374,2479,6511,1931,729130,12559,27603,5427,3,3,0,3599,3,2,553.70,1,1,2,1,0,0,0,3
miss,17300,2465,2579,6507,53931,696214,13079,44183,5443,3,3,0,1157,3,1,485.19,1,0,2,1,0,0,0,3
miss,18204,2528,2627,6415,21895,768074,12719,29243,5443,3,3,0,1379,3,1,558.31,1,0,2,1,0,0,0,3
miss,18774,2620,2731,6419,53919,761026,13040,30844,8347,3,3,0,1307,3,1,530.75,1,0,2,1,0,0,0,3
miss,18954,2407,2542,6531,21923,724317,13007,30063,5447,3,3,0,1345,3,1,502.76,1,0,2,1,0,0,0,3
miss,19410,2619,2740,6463,53971,750950,17987,26328,8379,3,3,0,1581,3,1,548.79,1,0,2,1,0,0,0,3
miss,21786,2824,2910,10899,53963,833646,13175,30535,8167,3,3,0,1947,3,2,629.99,1,0,2,1,0,0,0,3
miss,25188,2641,2761,6555,21959,801546,12616,33778,5467,2,2,0,1816,2,2,580.61,1,0,2,1,0,0,0,2
miss,25573,2578,2691,6439,53923,756058,12574,24491,5335,3,3,0,2339,3,1,528.06,1,0,2,1,0,0,0,3
miss,26355,1334,1439,6435,53939,234338,13075,25303,5423,1,1,0,437,1,1,90.03,1,0,2,0,0,0,0,4
miss,26720,2578,2692,6547,53935,729534,19559,36611,5403,3,3,0,1209,3,1,482.54,1,0,2,1,0,0,0,3
miss,26867,1473,1572,6399,53211,289915,12611,29631,5487,1,1,0,383,1,0,64.74,0,0,2,0,0,0,0,4
miss,27039,2646,2754,6407,56639,758326,12679,32371,8143,3,3,0,1545,3,1,529.46,1,0,2,1,0,0,0,3
miss,27059,1351,1450,6439,56771,254158,13071,31415,5487,1,1,0,529,1,0,51.93,0,0,2,0,0,0,0,4
miss,27770,2020,2110,6475,53887,550578,13055,29143,5383,3,3,0,2271,3,1,370.53,1,0,2,1,0,0,0,3
miss,27788,1341,1457,6483,54027,307434,13267,24971,5355,1,1,0,685,1,1,203.25,1,1,2,1,0,0,0,4
miss,28019,1367,1465,6467,53235,241044,12807,31287,5462,1,1,0,401,1,0,16.18,0,0,2,0,0,0,0,4
miss,28566,2659,2763,6495,53867,775578,12743,33015,5534,3,3,0,1181,3,1,566.00,1,0,2,1,0,0,0,3
miss,28861,2528,2640,6467,53127,727990,12671,30007,5431,3,3,0,1769,3,2,527.94,1,1,2,1,0,0,0,3
miss,29454,2526,2640,6435,53087,725970,12772,30759,5411,3,3,0,1307,3,1,445.39,1,0,2,1,0,0,0,3
miss,29761,2371,2484,6439,21851,706630,12579,27983,5335,3,3,0,1169,3,1,469.89,1,1,2,1,0,0,0,3
miss,30003,1399,1505,6447,53939,262654,12615,24943,5455,1,1,0,457,1,1,135.31,1,0,2,0,0,0,0,4
miss,30331,2389,2474,6415,1895,735338,15419,28583,5295,3,3,0,1699,3,1,486.49,1,0,2,1,0,0,0,3
miss,30774,2589,2681,6455,53111,766169,12992,27052,5267,3,3,0,1357,3,1,528.22,1,0,2,1,0,0,0,3
miss,30788,1341,1467,6467,53967,306377,13163,33295,7838,1,1,0,457,1,1,284.35,1,0,2,1,0,0,0,4
miss,31550,2642,2775,6491,53871,771606,12567,30432,5295,3,3,0,1251,3,1,536.08,1,0,2,1,0,0,0,3
miss,32829,2691,2818,6499,55831,786858,14351,32192,5263,3,3,0,1457,3,1,550.72,1,1,2,1,0,0,0,3
miss,34389,2588,2749,6367,1899,807238,12723,30543,5416,3,3,0,1773,3,1,565.70,1,0,2,1,0,0,0,3
miss,35070,2061,2157,6390,1943,596305,15443,36823,5367,3,3,0,1143,3,1,399.91,1,0,2,1,0,0,0,3
miss,35214,2450,2562,6523,1935,748766,12611,30210,5427,3,3,0,3599,3,2,532.31,1,1,2,1,0,0,0,3
miss,35300,2470,2592,6455,60391,698490,13071,35703,5447,3,3,0,1157,3,1,415.59,1,0,2,1,0,0,0,3
miss,35315,1341,1415,8875,53967,243903,13123,28295,5343,1,1,0,393,1,0,30.37,0,0,2,0,0,0,0,4
miss,35507,1479,1583,6495,54036,287676,12767,31147,5419,1,1,0,349,1,0,23.14,0,0,2,0,0,0,0,4
miss,35615,1362,1473,6487,53179,279420,12675,40295,5223,1,1,0,525,1,0,56.54,0,1,2,1,0,0,0,4
miss,36204,2536,2655,6483,21851,771322,12591,28367,5439,3,3,0,1379,3,1,553.89,1,0,2,1,0,0,0,3
miss,36211,1457,1573,9215,53247,263475,12922,26591,19763,1,1,0,449,1,0,50.47,0,0,2,1,0,0,0,4
miss,36774,2654,2738,6519,53959,784842,13036,27951,5387,3,3,0,1307,3,1,542.04,1,0,2,1,0,0,0,3
miss,36954,2425,2546,6459,22107,718938,12872,36875,5351,3,3,0,1345,3,1,487.33,1,0,2,1,0,0,0,3
miss,36960,1345,1463,6499,55679,261324,12830,28171,5399,1,1,0,435,1,0,38.04,0,0,2,1,0,0,0,4
miss,37410,2740,2842,6491,53978,796498,15522,32163,5383,3,3,0,1581,3,1,541.27,1,0,2,1,0,0,0,3
miss,39786,2789,2907,6611,53943,824846,12971,29979,5467,3,3,0,1947,3,2,621.88,1,0,2,1,0,0,0,3
miss,43188,2604,2708,6459,21970,799710,12799,27307,5407,2,2,0,1816,2,2,577.99,1,0,2,1,0,0,0,2
miss,43268,1370,1476,6403,54015,308402,12655,28638,7911,1,1,0,879,1,0,83.61,0,0,2,0,0,0,0,3
miss,43573,2689,2787,6395,53931,793858,12615,27152,5347,3,3,0,2339,3,1,596.32,1,0,2,1,0,0,0,3
miss,44720,2639,2760,6523,53875,765914,12919,30063,10759,3,3,0,1209,3,1,513.51,1,0,2,1,0,0,0,3
miss,45039,2638,2749,6543,53911,747613,12727,30739,5439,3,3,0,1545,3,1,476.54,1,0,2,1,0,0,0,3
miss,45770,2080,2185,6419,56607,560246,13075,24987,5327,3,3,0,2271,3,1,379.13,1,0,2,1,0,0,0,3
miss,45788,1368,1495,6522,53971,294369,18291,35419,5363,1,1,0,685,1,1,151.12,1,1,2,1,0,0,0,4
miss,47139,2664,2790,6423,1899,827802,15639,35647,5443,3,3,0,1773,3,1,565.08,1,0,2,1,0,0,0,3
miss,47820,2292,2383,6491,1931,685558,12691,30071,5335,3,3,0,1143,3,1,450.61,1,0,2,1,0,0,0,3
miss,47964,2352,2458,6471,1927,721406,12603,27759,5363,3,3,0,3599,3,2,523.93,1,1,2,1,0,0,0,3
miss,48050,2242,2346,6503,53915,641622,12591,24331,5483,3,3,0,1157,3,1,455.38,1,0,2,1,0,0,0,3
miss,48954,2504,2609,6544,21867,755149,12815,30231,5451,3,3,0,1379,3,1,513.15,1,0,2,1,0,0,0,3
miss,49524,2507,2619,6507,53987,728946,12815,25731,5391,3,3,0,1307,3,1,512.86,1,0,2,1,0,0,0,3
miss,49704,2379,2483,6543,22079,708014,12727,28123,5423,3,3,0,1345,3,1,484.88,1,0,2,1,0,0,0,3
miss,49907,1398,1500,6539,53959,260828,12599,25039,5335,1,1,0,437,1,0,38.11,0,0,2,0,0,0,0,4
miss,50160,2651,2762,6507,53943,775734,12599,31395,5383,3,3,0,1581,3,1,522.75,1,0,2,1,0,0,0,3
miss,50202,1439,1553,6483,57519,308043,12563,27603,5359,1,1,0,521,1,0,75.83,0,0,2,0,0,0,0,4
miss,52536,2783,2889,6407,53919,831146,12571,24735,5467,3,3,0,1947,3,2,624.56,1,0,2,1,0,0,0,3
miss,52787,1343,1448,6375,53187,235856,12787,29939,5403,1,1,0,345,1,0,18.89,0,0,2,0,0,0,0,4
miss,55938,2681,2793,6491,21907,810762,12618,39019,6891,2,2,0,1816,2,2,595.74,1,0,2,1,0,0,0,2
miss,56323,2693,2800,6487,56635,788054,13019,31167,5343,3,3,0,2339,3,1,565.07,1,0,2,1,0,0,0,3
miss,57470,2599,2707,6451,53935,740194,18523,30135,5399,3,3,0,1209,3,1,513.59,1,0,2,1,0,0,0,3
miss,57789,2627,2730,6423,56591,758098,14760,30403,5439,3,3,0,1545,3,1,501.43,1,0,2,1,0,0,0,3
miss,58520,2095,2224,6406,53855,574313,12947,27819,5403,3,3,0,2271,3,1,414.64,1,0,2,1,0,0,0,3
miss,58547,1363,1461,6395,53999,257755,14239,24582,5463,1,1,0,391,1,0,78.11,0,1,2,1,0,0,0,4
miss,59316,2628,2727,6471,56607,764486,13088,27291,8331,3,3,0,1181,3,1,546.57,1,0,2,1,0,0,0,3
miss,59611,2657,2790,9123,55875,748118,12558,36923,5446,3,3,0,1769,3,2,578.19,1,1,2,1,0,0,0,3
miss,59699,1433,1536,6363,56731,274059,12659,28387,5479,1,1,0,513,1,0,25.09,0,0,2,0,0,0,0,4
miss,60204,2597,2704,6463,53127,762230,12775,25239,8143,3,3,0,1307,3,1,556.14,1,0,2,1,0,0,0,3
miss,60511,2420,2527,6499,21912,724658,12599,25339,5311,3,3,0,1169,3,1,493.31,1,1,2,1,0,0,0,3
miss,61081,2480,2554,6427,1903,759060,12607,28115,7994,3,3,0,1699,3,1,517.79,1,0,2,1,0,0,0,3
miss,61524,2592,2706,6411,53155,762058,12583,27516,5279,3,3,0,1357,3,1,538.34,1,0,2,1,0,0,0,3
miss,62300,2643,2753,6463,53887,742841,15434,30391,5319,3,3,0,1251,3,1,484.36,1,0,2,1,0,0,0,3
miss,63579,2754,2872,6491,53099,807450,18331,27667,6815,3,3,0,1457,3,1,576.78,1,1,2,1,0,0,0,3
miss,64115,1381,1494,6395,56735,255875,12563,31003,5207,1,1,0,465,1,0,34.73,0,0,2,0,0,0,0,4
miss,65139,2839,2914,6427,1919,816982,12591,51575,5383,3,3,0,1773,3,1,550.42,1,0,2,1,0,0,0,3
miss,65459,1565,1659,6523,53987,280115,17454,43619,5383,1,1,0,447,1,0,59.82,0,0,2,1,0,0,0,4
miss,65820,2058,2165,6527,1927,603874,12595,28159,5403,3,3,0,1143,3,1,457.21,1,0,2,1,0,0,0,3
miss,65964,2451,2540,6419,1923,759982,12715,30359,5387,3,3,0,3599,3,2,592.17,1,1,2,1,0,0,0,3
miss,66050,2319,2433,6507,53911,662786,12563,27923,5407,3,3,0,1157,3,1,455.07,1,0,2,1,0,0,0,3
miss,66954,2520,2632,6583,24515,741766,12782,38502,5435,3,3,0,1379,3,1,499.07,1,0,2,1,0,0,0,3
miss,67524,2566,2681,6463,53919,753270,12855,24960,5446,3,3,0,1307,3,1,512.59,1,0,2,1,0,0,0,3
miss,67704,2351,2464,6523,24707,701526,12556,27171,5403,3,3,0,1345,3,1,455.26,1,0,2,1,0,0,0,3
miss,68160,2559,2670,6467,53922,734282,12783,29319,5390,3,3,0,1581,3,1,455.34,1,0,2,1,0,0,0,3
miss,70536,2786,2884,6435,56567,822214,12562,29482,5475,3,3,0,1947,3,2,613.90,1,0,2,1,0,0,0,3
miss,73937,2630,2734,9047,24619,803138,12579,27452,5471,3,3,0,2661,3,1,569.39,1,0,2,1,0,0,0,3
miss,74323,2661,2759,6411,59331,777026,13304,27555,5443,3,3,0,2339,3,1,575.12,1,0,2,1,0,0,0,3
