set,block,dsp_us,cycle_us,input_cycles,comp_cycles,harmony_cycles,delay_cycles,reverb_cycles,master_cycles,new_grains,active_grains,source_grains,grain_samples,model_lookups,model_expensive,model_warp_us,formant_changed,pitch_changed,track_state,fallback,recovery,fir_computed,fir_reused,deferred_slices,psola_sched_cycles,psola_addgrain_cycles,psola_deferred_cycles,psola_mark_cycles,psola_desc_cycles,psola_near_cycles,psola_poly_cycles,psola_gn_cycles
top,97879,2559,3434,6472,57808,737483,12663,26943,5375,3,3,0,1443,3,1,532.91,1,0,2,1,0,0,0,3,362068,312825,117948,30336,10418,44677,3024,23204
top,78571,2544,3362,6455,59827,725791,13043,27455,8019,3,3,0,1283,3,1,541.89,1,0,2,1,0,0,0,3,363138,308316,108925,27559,12084,36975,3445,24836
top,118560,2513,2980,6459,56127,724225,12394,30039,5467,3,3,0,1083,3,1,509.96,1,0,2,1,0,0,0,3,356054,298352,118971,28787,10447,41782,3418,20572
top,41375,2531,3359,6431,58071,688891,13003,37267,5295,3,3,0,1413,3,1,465.88,1,0,2,1,0,0,0,3,332726,280352,107618,25111,10431,36355,3013,20508
top,106302,2565,3489,6439,40584,705552,15443,25159,5323,3,3,0,1293,3,1,496.78,1,0,2,1,0,0,0,3,339262,286444,107386,23221,11456,42552,3024,23172
top,126129,2503,3287,6543,54331,735517,14348,24751,5351,3,3,0,1089,3,1,516.10,1,0,2,1,0,0,0,3,353914,301684,121905,27770,10392,43998,4180,23180
top,39680,2562,3479,6447,25519,757581,12651,38683,9679,3,3,0,2495,3,1,546.37,1,0,2,1,0,0,0,3,367594,312459,117453,27234,10428,43915,3027,25938
top,174047,2505,3449,6451,28451,734948,14607,27831,5387,3,3,0,2505,3,1,537.06,1,0,2,1,0,0,0,3,368114,310375,121819,27168,10422,48391,3022,23212
top,51395,2517,3435,11295,32019,735877,14179,30135,7270,3,3,0,2517,3,1,537.77,1,0,2,1,0,0,0,3,364866,312979,117382,26956,10443,43130,3431,23488
top,107408,2477,3273,6446,54623,703477,15619,23143,5415,3,3,0,1421,3,1,497.64,1,0,2,1,0,0,0,3,346606,286251,106848,29479,14424,42651,3025,23280
top,53089,2562,3374,8167,60152,731443,13091,27479,5411,3,3,0,1421,3,1,525.99,1,0,2,1,0,0,0,3,367516,312082,116199,43698,10402,42251,3003,22279
top,81342,2701,3544,16295,66963,734213,12699,25142,5358,3,3,0,1089,3,1,527.33,1,0,2,1,0,0,0,3,360394,302161,116754,27002,10430,46168,4179,23308
top,707,2580,3423,6387,57028,738389,13056,35275,5399,3,3,0,1173,3,1,520.23,1,0,2,1,0,0,0,3,357018,301807,119607,30036,10411,41250,4157,20612
top,99283,2498,3352,6507,54399,714551,12698,28575,5314,3,3,0,1003,3,1,526.12,1,0,2,1,0,0,0,3,363213,308023,115539,29817,10402,44587,3022,23530
top,167630,2505,3377,6443,53627,720445,12840,29843,5375,3,3,0,1195,3,1,497.25,1,0,2,1,0,0,0,3,345102,287292,105078,26104,10779,39949,5723,26184
top,147989,2607,3514,10671,66768,731355,14239,28639,5391,3,3,0,1365,3,1,523.40,1,0,2,1,0,0,0,3,352158,297423,123844,26878,10506,43870,5731,20460
top,129257,2541,3433,11443,29163,749801,13267,32619,7759,3,3,0,2445,3,1,529.66,1,0,2,1,0,0,0,3,377530,314451,118930,26835,10445,46963,3038,26344
top,25531,2514,3319,6455,57027,718321,13055,29399,5359,3,3,0,953,3,2,582.14,1,0,2,1,0,0,0,3,372854,320477,107435,30928,10462,45999,11657,39558
top,11747,2521,3360,6491,56359,728633,13063,25139,5381,3,3,0,1263,3,2,570.32,1,0,2,1,0,0,0,3,366882,314470,118791,25784,10451,45427,4807,37116
top,102023,2505,3304,6523,54427,702673,12839,25327,5455,3,3,0,1123,3,1,485.89,1,0,2,1,0,0,0,3,339422,289671,114928,29398,10801,39583,2998,20486
top,45497,2512,3369,6474,58275,679217,15627,29635,5395,3,3,0,1283,3,1,489.21,1,0,2,1,0,0,0,3,333266,283269,110759,27603,10397,35718,3015,25898
top,69629,2523,3345,6463,57275,719156,13111,28319,5347,3,3,0,1419,3,1,531.61,1,0,2,1,0,0,0,3,364236,309464,105190,30518,10443,44012,4118,25916
top,151093,2517,3322,6411,56640,731624,12891,25246,5439,3,3,0,1195,3,1,509.39,1,0,2,1,0,0,0,3,355290,305703,119389,35304,10391,41644,4187,22970
top,144073,2593,3293,6399,56831,749333,18539,26931,5419,3,3,0,1097,3,1,557.22,1,0,2,1,0,0,0,3,364642,312033,119340,27194,11604,39345,4106,23584
top,150260,2466,3169,6395,57064,688607,15431,41631,5443,3,3,0,1061,3,1,466.44,1,0,2,1,0,0,0,3,318932,274329,116707,29769,10368,39901,4129,23060
top,26520,2504,3231,6439,61423,711317,14362,24939,5415,3,3,0,1389,3,2,519.03,1,0,2,1,0,0,0,3,348772,290592,117149,29450,11544,38175,3285,37142
top,73775,2494,3332,6567,54599,704989,13255,27479,7571,3,3,0,1101,3,1,495.00,1,0,2,1,0,0,0,3,339504,284715,119460,26734,10419,41622,5824,23444
top,86165,2484,3276,6543,60071,697851,14716,23956,5351,3,3,0,1419,3,1,514.78,1,0,2,1,0,0,0,3,343014,290977,112738,27784,10426,41723,2995,26360
top,185761,2487,3386,6423,22751,757457,12795,25211,5475,3,3,0,2491,3,1,557.93,1,0,2,1,0,0,0,3,388492,330635,114684,24452,15735,44019,3439,29670
top,137844,2606,3391,6447,57184,767529,12467,24119,5395,3,3,0,1089,3,2,599.93,1,0,2,1,0,0,0,3,389472,331983,119127,27185,10513,45681,3303,39310
top,206503,2559,3222,6523,53627,697265,15351,23842,5463,3,3,0,1077,3,1,542.49,1,0,2,1,0,0,0,3,346384,293816,100703,23420,10416,42739,4507,31312
top,143359,2480,3293,6527,54571,702825,12675,29700,5363,3,3,0,957,3,1,524.78,1,0,2,1,0,0,0,3,351703,286514,112089,22683,8838,50025,3041,25746
top,162639,2544,3189,6463,61700,712989,12787,35487,8847,3,3,0,1213,3,1,515.15,1,0,2,1,0,0,0,3,344994,286933,116397,23327,10397,39144,3001,26346
top,168167,2679,3516,6399,59703,724796,12855,28103,7711,3,3,0,1209,3,2,540.88,1,0,2,1,0,0,0,3,366695,309202,113741,27167,10524,40509,3685,36942
top,103200,2519,3130,6479,56706,731743,13063,25891,5315,3,3,0,1347,3,1,542.76,1,0,2,1,0,0,0,3,363174,308435,119429,26845,10420,46364,3050,25856
top,196399,2488,3378,6379,57940,714373,15776,24476,5487,3,3,0,1147,3,1,479.56,1,0,2,1,0,0,0,3,341223,283420,113968,28407,10379,41686,3001,20478
top,23490,2523,3021,6399,54419,735701,12743,23592,5507,3,3,0,1077,3,1,518.11,1,0,2,1,0,0,0,3,360436,300525,113950,28156,10446,39426,3418,23130
top,84470,2519,3247,6439,22931,760157,12575,27367,5355,3,3,0,2487,3,1,525.03,1,0,2,1,0,0,0,3,361986,307375,117339,27098,10446,41497,3029,26246
top,10519,2472,3308,6423,56471,714967,12992,25415,5419,3,3,0,1209,3,1,535.36,1,0,2,1,0,0,0,3,355218,297388,121722,27454,10482,41967,4164,31972
top,93053,2517,3318,6436,57063,730248,13011,29199,5427,3,3,0,1089,3,2,584.74,1,0,2,1,0,0,0,3,371644,319725,114373,27236,10434,45663,4797,42160
top,56538,2569,3366,6399,57159,748329,13962,25107,5455,3,3,0,1259,3,2,591.26,1,0,2,1,0,0,0,3,372696,325625,106660,28572,11959,44809,3325,41996
top,36553,2679,3319,6415,57023,789654,13007,24739,5382,3,3,0,1093,3,2,597.41,1,0,2,1,0,0,0,3,405042,336448,132600,24589,12739,47256,3336,47852
top,187169,2606,3428,17099,57743,702489,12894,27511,7719,3,3,0,1113,3,1,509.80,1,0,2,1,0,0,0,3,335486,283142,118860,26042,10779,44202,3037,20636
top,140971,2558,3374,6407,25411,768327,12695,24447,5403,3,3,0,2505,3,1,535.51,1,0,2,1,0,0,0,3,390966,336273,115930,40141,10806,43938,3032,27688
top,154381,2584,3435,6471,57127,741599,15323,29887,5359,3,3,0,1089,3,1,545.13,1,0,2,1,0,0,0,3,376494,313724,116159,29948,13050,45451,3391,26745
top,130955,2506,3255,6327,59908,709199,12659,33411,7995,3,3,0,1443,3,1,516.22,1,0,2,1,0,0,0,3,345810,293350,113775,27657,10391,47469,3015,22992
top,54492,2502,3278,10275,57836,713782,13119,24799,8319,3,3,0,933,3,1,517.38,1,0,2,1,0,0,0,3,350196,291843,111924,24338,8857,38992,3025,26006
top,109590,2553,3402,6415,54480,755749,13080,23927,5395,3,3,0,1869,3,2,587.98,1,0,2,1,0,0,0,3,385224,332769,122719,27426,10388,42174,4441,42118
miss,1972,1705,2491,9171,4584,399035,19538,30955,7739,1,1,0,453,1,1,230.08,1,0,2,1,0,0,0,3,137190,126020,89857,13844,13379,30099,465,38178
miss,185,2504,3441,6483,23147,733739,13011,30826,5411,3,3,0,1285,3,1,509.71,1,0,2,1,0,0,0,3,346956,294225,116831,28980,10406,39037,4131,23380
miss,707,2580,3423,6387,57028,738389,13056,35275,5399,3,3,0,1173,3,1,520.23,1,0,2,1,0,0,0,3,357018,301807,119607,30036,10411,41250,4157,20612
miss,875,2218,3126,6351,23419,655021,13003,26899,5423,3,3,0,1211,3,1,480.22,1,0,2,1,0,0,0,3,312865,271437,115244,23906,10472,42646,3001,26216
miss,1193,1850,2814,6387,3363,534389,12682,27575,5375,3,3,0,2105,3,1,371.39,1,1,2,1,0,0,0,3,243581,190972,60486,14412,8830,28090,1459,23216
miss,1289,2400,3199,6395,59239,668305,12779,32411,7651,3,3,0,1367,3,1,478.79,1,0,2,1,0,0,0,3,310993,274518,111770,24006,10798,42189,2994,23316
miss,3479,2583,3441,6371,64964,736795,14762,35995,8139,3,3,0,1091,3,1,531.25,1,0,2,1,0,0,0,3,357188,302570,120150,27240,10443,48814,3011,23464
miss,6606,2452,3174,6583,22903,751393,12587,24247,5387,3,3,0,2495,3,2,583.26,1,0,2,1,0,0,0,3,384844,332822,118945,32221,10462,44911,3680,39738
miss,6953,2502,3292,6419,54327,720261,12899,27595,5423,3,3,0,1083,3,1,525.82,1,0,2,1,0,0,0,3,346588,294236,117910,21586,10818,44462,3010,23444
miss,7207,1485,2034,6627,60427,293094,12691,24831,8075,1,1,0,321,1,1,214.17,1,0,2,0,0,0,0,4,104967,86020,36022,4160,345,2494,3012,20969
miss,8011,2515,3328,6391,57036,728521,12727,29963,8015,3,3,0,1113,3,1,554.13,1,0,2,1,0,0,0,3,366504,311180,114067,26180,13013,44528,3046,25008
miss,8300,2466,3244,6467,53948,712479,12735,24723,8391,3,3,0,1419,3,1,512.40,1,0,2,1,0,0,0,3,340898,285785,97113,27576,10382,45403,4136,23250
miss,8994,2386,3028,6415,54251,676041,13043,26447,5247,3,3,0,953,3,2,555.38,1,0,2,1,0,0,0,3,332358,282650,108384,24204,10403,40360,4425,35784
miss,9703,2647,3382,6395,59827,722039,12779,24723,5331,3,3,0,1021,3,1,521.78,1,0,2,1,0,0,0,3,352042,295081,112934,24189,10475,42869,3025,19564
miss,9983,2457,3208,6359,58923,692963,14315,24523,5427,3,3,0,1389,3,1,485.69,1,0,2,1,0,0,0,3,330935,276338,121916,26530,7771,39412,3417,23246
