set,block,ordinal,source_center,destination_center,half,model_timestamp,model_order,lambda_bits,gamma_bits,sample_rate_bits,norm_strategy,cache_path,local_difference,shared_difference,addgrain_cycles,select_cycles,model_near_cycles,cache_lookup_cycles,polynomial_cycles,gain_cycles
top,26521,2,1828606,1830078,233,1829119,16,0,1065101558,1194083328,2,1,0,0,28408,3964,1596,1769,0,0
top,24840,0,1720839,1722173,235,1721215,16,0,1065101558,1194083328,2,4,10,10,282876,49216,26189,13603,1426,32779
top,24840,1,1720839,1722332,235,1721215,16,0,1065101558,1194083328,2,1,0,0,29984,3513,2000,1761,0,0
top,24840,2,1720839,1722490,235,1721215,16,0,1065101558,1194083328,2,1,0,0,12052,3301,1900,207,0,0
top,34269,0,2324204,2325640,573,2324095,16,0,1065101558,1194083328,2,4,10,10,178474,22951,14007,7187,4114,32016
top,34269,1,2324443,2325776,239,2324479,16,0,1065101558,1194083328,2,4,10,10,29691,3982,2359,95,292,15804
top,34269,2,2324443,2325912,239,2324479,16,0,1065101558,1194083328,2,1,0,0,26655,3861,2284,1781,0,0
top,17826,0,1272042,1273371,230,1272703,16,0,1065101558,1194083328,2,4,10,10,264490,41731,29101,13620,1419,32582
top,17826,1,1272042,1273528,230,1272703,16,0,1065101558,1194083328,2,1,0,0,23767,5596,1487,1779,0,0
top,17826,2,1272264,1273684,222,1272703,16,0,1065101558,1194083328,2,1,0,0,8901,3855,1403,204,0,0
top,8301,0,662439,663773,236,662911,16,0,1065101558,1194083328,2,4,10,10,276140,43733,28551,13630,1419,32734
top,8301,1,662439,663932,236,662911,16,0,1065101558,1194083328,2,1,0,0,28299,3448,1296,1773,0,0
top,8301,2,662675,664090,236,662911,16,0,1065101558,1194083328,2,1,0,0,10679,5928,1210,202,0,0
top,6955,0,576223,577575,180,576895,16,0,1065101558,1194083328,2,4,10,10,278042,47197,32441,9724,1413,24996
top,6955,1,576223,577694,180,576895,16,0,1065101558,1194083328,2,1,0,0,33144,5567,1292,2922,0,0
top,6955,2,576403,577814,180,576895,16,0,1065101558,1194083328,2,1,0,0,7593,2610,1208,196,0,0
top,15820,0,1143611,1144953,378,1143679,16,0,1065101558,1194083328,2,4,10,10,273072,49417,31489,9742,1408,30292
top,15820,1,1143611,1145239,378,1143679,16,0,1065101558,1194083328,2,1,0,0,26399,3524,1978,1773,0,0
top,17245,0,1234795,1236149,194,1235455,16,0,1065101558,1194083328,2,4,10,10,260392,45186,27064,10939,1408,25482
top,17245,1,1234795,1236282,194,1235455,16,0,1065101558,1194083328,2,1,0,0,34017,6146,1324,1779,0,0
top,17245,2,1234992,1236416,197,1235455,16,0,1065101558,1194083328,2,1,0,0,8307,3246,1221,211,0,0
top,9704,0,752136,753596,171,752767,16,0,1065101558,1194083328,2,4,10,10,273041,45554,30808,13613,319,30337
top,9704,1,752305,753707,169,752767,16,0,1065101558,1194083328,2,1,0,0,34500,2382,1306,1771,0,0
top,9704,2,752305,753817,169,752767,16,0,1065101558,1194083328,2,1,0,0,6790,2103,1202,188,0,0
top,33781,0,2293004,2294415,200,2293759,16,0,1065101558,1194083328,2,4,10,10,271506,46751,32445,13568,1429,24908
top,33781,1,2293195,2294549,194,2293759,16,0,1065101558,1194083328,2,1,0,0,31350,11478,1286,1765,0,0
top,33781,2,2293195,2294682,194,2293759,16,0,1065101558,1194083328,2,1,0,0,11276,5994,1205,196,0,0
top,31597,0,2153110,2154619,269,2153599,16,0,1065101558,1194083328,2,4,10,10,288878,45404,29721,13666,1418,27660
top,31597,1,2153382,2154802,272,2153599,16,0,1065101558,1194083328,2,1,0,0,31665,3909,2043,1787,0,0
top,31597,2,2153382,2154984,272,2153599,16,0,1065101558,1194083328,2,1,0,0,10874,4858,1907,201,0,0
top,876,0,187211,188549,203,187903,16,0,1065101558,1194083328,2,4,10,10,257758,43621,26051,13605,1783,24758
top,876,1,187211,188684,203,187903,16,0,1065101558,1194083328,2,1,0,0,20575,3555,1516,1779,0,0
top,876,2,187409,188818,198,187903,16,0,1065101558,1194083328,2,1,0,0,10979,6057,1452,199,0,0
top,15895,0,1148382,1149732,177,1149055,16,0,1065101558,1194083328,2,4,10,10,263740,46645,25708,9770,1412,25166
top,15895,1,1148382,1149849,177,1149055,16,0,1065101558,1194083328,2,1,0,0,26119,3251,1547,1779,0,0
top,15895,2,1148558,1149966,176,1149055,16,0,1065101558,1194083328,2,1,0,0,8442,3062,1437,204,0,0
top,9985,0,770206,771527,233,769663,16,0,1065101558,1194083328,2,4,10,10,267294,48560,29218,10904,311,24936
top,9985,1,770206,771678,233,769663,16,0,1065101558,1194083328,2,1,0,0,30203,4093,2309,1762,0,0
top,9985,2,770430,771830,224,770815,16,0,1065101558,1194083328,2,4,10,10,26869,3855,1526,110,296,15970
top,13621,0,1002764,1004175,229,1003519,16,0,1065101558,1194083328,2,4,10,10,287960,41141,29507,9742,1393,26966
top,13621,1,1002993,1004325,231,1003519,16,0,1065101558,1194083328,2,1,0,0,38350,10467,1294,1777,0,0
top,13621,2,1002993,1004475,231,1003519,16,0,1065101558,1194083328,2,1,0,0,7290,2168,1190,195,0,0
top,1290,0,213642,214971,230,214015,16,0,1065101558,1194083328,2,4,10,10,274560,41962,32495,10966,665,24918
top,1290,1,213642,215128,230,214015,16,0,1065101558,1194083328,2,1,0,0,30215,4048,2166,1767,0,0
top,1290,2,213864,215284,222,214015,16,0,1065101558,1194083328,2,1,0,0,12437,5363,2083,198,0,0
top,23491,0,1634444,1635855,179,1635199,16,0,1065101558,1194083328,2,4,10,10,286160,44489,32473,9724,1399,27362
top,23491,1,1634623,1635975,180,1635199,16,0,1065101558,1194083328,2,1,0,0,36358,8235,1297,4395,0,0
