set,block,dsp_us,cycle_us,input_cycles,comp_cycles,harmony_cycles,delay_cycles,reverb_cycles,master_cycles,new_grains,active_grains,source_grains,grain_samples,model_lookups,model_expensive,model_warp_us,formant_changed,pitch_changed,track_state,fallback,recovery,fir_computed,fir_reused,deferred_slices,psola_sched_cycles,psola_addgrain_cycles,psola_deferred_cycles,psola_mark_cycles,psola_desc_cycles,psola_near_cycles,psola_poly_cycles,psola_gn_cycles
top,23491,2646,3405,6499,56639,778494,12866,24679,5423,3,3,0,1083,3,1,526.58,1,0,2,1,0,0,0,3,417329,362885,117505,103451,11584,25502,15280,48676
top,8010,2599,3437,6450,53887,759870,12647,24707,5355,3,3,0,1109,3,1,517.38,1,0,2,1,0,0,0,3,405827,351388,109120,92435,9294,36352,11114,43944
top,84470,2713,3555,6483,24607,836762,12647,24427,5331,3,3,0,2487,3,1,593.88,1,0,2,1,0,0,0,3,449197,397549,149010,96611,11596,35522,21967,51600
top,73073,2641,3510,6395,53615,776206,12755,27526,5315,3,3,0,2013,3,1,548.95,1,0,2,1,0,0,0,3,438523,384380,115182,97887,9032,38080,15336,49018
top,93053,2713,3569,6491,56743,799990,13072,24579,5379,3,3,0,1089,3,2,616.13,1,0,2,1,0,0,0,3,446137,391310,113579,88639,11791,37216,18708,59712
top,142667,2606,3438,6459,56275,756834,13000,25547,5315,3,3,0,1423,3,1,490.15,1,0,2,1,0,0,0,3,401399,347305,97978,91945,8845,30205,12639,43898
top,151093,2622,3495,6464,55782,764681,13108,27991,8135,3,3,0,1195,3,1,533.57,1,0,2,1,0,0,0,3,415627,363869,107492,93191,11695,35842,18090,46148
top,41375,2722,3550,8907,53666,774457,15799,27903,5295,3,3,0,1413,3,1,512.36,1,0,2,1,0,0,0,3,425895,357698,107603,95086,11753,25416,18014,46310
top,33260,2617,3489,6383,21911,796430,12735,25079,8135,3,3,0,1285,3,1,546.01,1,0,2,1,0,0,0,3,421827,366739,133084,93017,11848,33403,15369,51718
top,129605,2670,3502,8723,56636,779490,12727,25007,10455,3,3,0,1079,3,1,546.60,1,0,2,1,0,0,0,3,420861,369061,114864,89851,11547,25473,18438,51762
top,118561,2652,3470,6439,56691,779781,12793,24347,5383,3,3,0,1123,3,1,499.91,1,0,2,1,0,0,0,3,419487,365415,115776,102017,11570,25921,15336,41242
top,157859,2674,3529,6515,61611,763213,13011,31727,5331,3,3,0,1065,3,1,529.89,1,0,2,1,0,0,0,3,412433,357733,108603,83866,9614,25345,15296,51502
top,54492,2642,3472,6435,55407,766462,13399,29327,5295,3,3,0,933,3,1,542.20,1,0,2,1,0,0,0,3,419831,370431,109006,89309,12126,30736,18057,47412
top,206503,2611,3404,6575,55959,711634,12722,25186,5427,3,3,0,1077,3,1,501.87,1,0,2,1,0,0,0,3,398509,341405,96263,86213,8867,20875,19291,49313
top,58410,2642,3320,6467,53090,776586,12735,29959,5719,3,3,0,1373,3,1,549.25,1,0,2,1,0,0,0,3,430063,380759,115306,94519,11996,31048,18032,47206
top,192779,2695,3588,6491,55922,785742,12654,33127,5310,3,3,0,1391,3,1,578.81,1,0,2,1,0,0,0,3,437623,383125,109141,91287,11703,33067,15345,51906
top,142379,2618,3449,6435,53911,766546,12743,24587,5375,3,3,0,1113,3,1,526.54,1,0,2,1,0,0,0,3,419029,372822,109115,95405,11569,35431,12645,49017
top,28985,2717,3527,13147,60279,751826,12871,24735,8039,3,3,0,1155,3,1,526.28,1,0,2,1,0,0,0,3,410037,362444,106851,90556,12053,33257,12640,47310
top,158915,2622,3465,6430,56682,766754,12695,24235,5327,3,3,0,1113,3,1,537.30,1,0,2,1,0,0,0,3,414015,362395,110080,89331,11732,28820,15728,43610
top,45497,2629,3422,13655,53979,742114,12686,30235,8074,3,3,0,1443,3,1,500.24,1,0,2,1,0,0,0,3,391890,343375,105409,86557,9037,19648,19126,43538
top,51740,2637,3447,6479,56595,772442,13047,27315,5383,3,3,0,1073,3,1,534.14,1,0,2,1,0,0,0,3,412881,361033,122415,83833,12160,30675,18090,48650
top,129257,2723,3686,6399,24459,834322,12611,24799,5411,3,3,0,2445,3,1,595.71,1,0,2,1,0,0,0,3,463481,401106,113760,96549,12010,40628,18200,51466
top,203705,2599,3416,6507,53923,761758,12803,24611,5323,3,3,0,1113,3,1,523.49,1,0,2,1,0,0,0,3,410407,358778,118364,87553,11682,30892,15368,46378
top,130663,2818,3686,6415,60123,771014,12771,27747,10803,3,3,0,1113,3,1,514.68,1,0,2,1,0,0,0,3,409569,354500,111475,87321,11611,23608,15336,43600
top,157509,2775,3663,6387,21827,827894,20303,38151,7039,3,3,0,2505,3,1,578.39,1,0,2,1,0,0,0,3,445319,393220,114093,94145,11971,33354,18058,51512
top,88098,2645,3428,6495,1911,825469,12727,27711,5315,3,3,0,1637,3,1,589.41,1,0,2,1,0,0,0,3,445471,390855,112237,93905,8895,38585,18470,48704
top,137844,2695,3493,6483,53943,800526,12623,24739,5419,3,3,0,1089,3,2,601.56,1,0,2,1,0,0,0,3,441673,389722,112739,91217,11588,32153,18360,62194
top,123361,2659,3401,6411,59311,774570,13259,27023,5387,3,3,0,1247,3,1,502.80,1,0,2,1,0,0,0,3,420621,368778,109676,102723,11546,28344,15368,41358
top,170919,2873,3709,6463,59359,793890,12875,31907,8203,3,3,0,1089,3,1,573.60,1,0,2,1,0,0,0,3,433689,381958,123955,93145,11587,35935,19435,53166
top,53089,2678,3522,6446,53675,782106,13084,24891,5335,3,3,0,1421,3,1,577.67,1,0,2,1,0,0,0,3,433997,379512,111543,92069,9042,33285,15297,56956
top,126128,2712,3549,8775,56615,789173,13055,24855,5323,3,3,0,1089,3,1,573.86,1,0,2,1,0,0,0,3,431233,379355,109871,91313,11590,35524,18419,51618
top,23142,2615,3561,6463,37719,789678,12631,25655,5431,3,3,0,2439,3,1,559.78,1,0,2,1,0,0,0,3,427103,375344,108187,93757,11763,27553,18014,49423
top,168167,2783,3617,6467,53934,770374,12659,28211,5491,3,3,0,1209,3,2,593.31,1,0,2,1,0,0,0,3,432457,380543,109424,88619,11903,32114,15643,56796
top,96529,2663,3517,6387,56775,772594,12823,29199,5427,3,3,0,1079,3,1,535.91,1,0,2,1,0,0,0,3,422881,368125,106606,95681,8862,33806,15331,43644
top,69629,2770,3577,10992,53946,789441,13148,35011,7095,3,3,0,1419,3,1,549.33,1,0,2,1,0,0,0,3,432681,380852,112131,97223,9218,33156,18063,47484
top,86165,2661,3470,6950,55003,761722,13048,26375,5331,3,3,0,1419,3,1,542.94,1,0,2,1,0,0,0,3,413773,364784,100714,83007,11710,33277,18051,47880
top,187458,2718,3452,6399,56656,791289,18839,25943,5247,3,3,0,1419,3,1,560.82,1,0,2,1,0,0,0,3,423979,374919,111743,96003,9038,35977,18195,43696
top,74949,2707,3515,6351,55875,799722,12743,26919,5427,3,3,0,1381,3,1,519.07,1,0,2,1,0,0,0,3,414267,359184,114419,88605,11760,27965,9946,48784
top,64805,2764,3581,6467,53879,821834,12691,28075,5491,3,3,0,1087,3,2,616.75,1,0,2,1,0,0,0,3,460555,406104,117942,94129,11606,34847,18334,67888
top,175453,2647,3361,6475,53903,773734,12742,28343,5315,3,3,0,1113,3,1,505.49,1,0,2,1,0,0,0,3,417941,360608,114752,92359,9487,31549,9921,48438
top,175741,2664,3457,6483,55850,776505,13072,27583,7935,3,3,0,1423,3,1,553.03,1,0,2,1,0,0,0,3,437551,377348,104866,97327,6799,28495,19195,53325
top,187170,2625,3414,6507,59323,764958,12930,24438,5367,3,3,0,1111,3,1,535.13,1,0,2,1,0,0,0,3,402909,351162,115682,84691,8894,30344,12700,44302
top,56537,2667,3477,6563,53159,785854,12715,29435,5311,3,3,0,1261,3,2,595.09,1,0,2,1,0,0,0,3,429839,380264,117548,87507,9038,39551,15676,58064
top,27059,2616,3448,8054,53135,755238,13059,25299,5299,3,3,0,1143,3,1,581.00,1,0,2,1,0,0,0,3,417389,367037,103121,84404,11929,38440,17993,46354
top,103199,2689,3547,6515,53126,787577,12742,32499,5283,3,3,0,1339,3,1,570.70,1,0,2,1,0,0,0,3,431989,380251,120985,96786,9164,35808,12630,54202
top,6606,2680,3581,6575,21923,830490,12831,23907,5319,3,3,0,2495,3,2,658.54,1,0,2,1,0,0,0,3,462113,410019,116831,88881,9017,39137,18375,73042
top,97879,2761,3631,12895,54403,788174,12690,29678,5387,3,3,0,1443,3,1,552.59,1,0,2,1,0,0,0,3,427173,375465,105459,93435,9119,32959,15296,55838
top,10519,2665,3545,6484,58679,770986,13219,26191,10711,3,3,0,1209,3,1,598.74,1,0,2,1,0,0,0,3,416401,369922,112599,93395,9174,33494,15368,61007
top,84815,2758,3572,6527,53927,780242,13014,24843,5391,3,3,0,1065,3,1,535.22,1,0,2,1,0,0,0,3,417924,368658,111813,92459,11708,30807,15322,52818
top,130955,2643,3452,9103,53895,765014,12879,27795,5319,3,3,0,1443,3,1,527.84,1,0,2,1,0,0,0,3,415923,361756,109495,94451,8862,30592,9924,49990
top,707,2664,3448,6495,59259,776898,13067,24563,5287,3,3,0,1173,3,1,540.78,1,0,2,1,0,0,0,3,427759,373464,110536,94437,11553,30184,18032,43734
top,112719,2733,3600,6435,21831,832730,12699,29387,8075,3,3,0,2511,3,1,588.42,1,0,2,1,0,0,0,3,452051,400272,133544,96567,11571,37790,18023,48728
top,30158,2599,3490,6439,55775,759949,12754,27455,5403,3,3,0,1385,3,1,544.34,1,0,2,1,0,0,0,3,415247,365162,108950,88357,11623,33983,18093,47528
top,101327,2733,3535,6491,53839,779537,13171,27212,5439,3,3,0,1263,3,1,516.48,1,0,2,1,0,0,0,3,414863,368324,112060,95241,11983,24264,18051,46174
top,196399,2616,3465,6522,53939,754701,13028,26639,10871,3,3,0,1103,3,1,517.64,1,0,2,1,0,0,0,3,422073,372885,104934,102609,11654,23239,19194,43538
top,154380,2793,3626,7443,56195,825126,12698,24231,8239,3,3,0,1869,3,2,615.14,1,0,2,1,0,0,0,3,471139,404950,112301,97187,11780,28451,18360,68093
top,81342,2748,3592,6503,61751,802754,12847,25090,5355,3,3,0,1089,3,1,568.83,1,0,2,1,0,0,0,3,441493,386745,117077,99757,11931,33766,18014,48902
top,78049,2650,3580,6455,21891,789266,12967,38515,5475,3,3,0,1295,3,1,538.94,1,0,2,1,0,0,0,3,435545,380704,115084,93679,12474,31241,12674,46180
top,100099,2606,3433,10631,53161,749162,13204,29887,5339,3,3,0,1171,3,1,541.85,1,0,2,1,0,0,0,3,415787,370757,108756,95445,11535,30837,9963,51404
top,202299,2701,3538,6495,21807,833174,12879,27627,5315,3,3,0,2491,3,1,592.14,1,0,2,1,0,0,0,3,446353,394373,118163,91139,11575,38072,18066,55244
top,144073,2594,3366,6419,54179,762338,13072,30423,5443,3,3,0,1097,3,1,528.85,1,0,2,1,0,0,0,3,429973,369619,104850,96927,11617,22966,18058,43600
top,26239,2683,3521,10703,58119,770874,12807,33055,5805,3,3,0,1035,3,1,528.01,1,0,2,1,0,0,0,3,429289,371812,109408,101857,11583,30692,13805,49072
top,141319,2655,3501,6451,53896,779490,13051,27463,5351,3,3,0,1073,3,1,567.58,1,0,2,1,0,0,0,3,434573,380084,103591,97537,11768,33789,13822,57688
top,185761,2708,3607,6443,27187,832350,15419,24639,8059,3,3,0,2491,3,1,637.05,1,0,2,1,0,0,0,3,475657,418520,115920,99027,11745,38602,19186,64310
top,179863,2628,3373,6463,53875,764186,13059,24547,5378,3,3,0,1141,3,1,544.97,1,0,2,1,0,0,0,3,418749,364074,106374,82513,17576,31007,16517,51216
top,140971,2752,3638,6455,21819,842550,12575,34335,5407,3,3,0,2505,3,1,602.96,1,0,2,1,0,0,0,3,466117,405836,121352,101967,11647,35786,19163,61324
top,40028,2632,3501,6514,54003,772230,12947,23971,5343,3,3,0,1083,3,1,530.42,1,0,2,1,0,0,0,3,412233,365789,110440,89435,12006,28931,18087,46450
top,48269,2671,3560,6483,53947,782206,12699,26843,5379,3,3,0,1085,3,1,555.01,1,0,2,1,0,0,0,3,431799,377332,114475,94158,11855,35403,18100,48848
top,79153,2609,3352,6475,53159,758218,12555,26055,5319,3,3,0,1367,3,1,534.95,1,0,2,1,0,0,0,3,418589,366640,102630,95231,14580,23006,15345,52695
top,182633,2747,3547,9958,53982,787382,13259,23743,5335,3,3,0,1089,3,1,578.48,1,0,2,1,0,0,0,3,433761,379088,110131,88345,11551,38312,18093,47220
top,147989,2670,3554,6846,55675,782458,12723,27155,5403,3,3,0,1365,3,1,544.24,1,0,2,1,0,0,0,3,415817,366590,120015,83162,12012,32911,17994,47412
top,12449,2711,3597,6459,53934,769090,12679,33367,5311,3,3,0,1155,3,1,516.07,1,0,2,1,0,0,0,3,386107,331694,137351,82738,9034,30676,18092,44898
top,134555,2601,3486,6368,55620,733678,15844,27591,5399,3,3,0,1195,3,1,515.61,1,0,2,1,0,0,0,3,406727,352008,106983,89801,14369,30616,15331,46488
top,195879,2748,3641,6443,24571,787522,12871,24943,8135,3,3,0,1279,3,1,526.06,1,0,2,1,0,0,0,3,403135,348524,145345,81799,8915,28652,15374,45196
top,97589,2777,3622,6479,56663,806354,18003,25183,5359,3,3,0,1107,3,1,556.36,1,0,2,1,0,0,0,3,432341,375366,122290,94686,6245,35458,9926,56086
top,102023,2682,3519,7987,55123,768486,12887,24587,5399,3,3,0,1123,3,1,535.91,1,0,2,1,0,0,0,3,415285,368697,109324,93009,11704,25617,18086,48884
top,199170,2810,3586,6483,60531,811682,13055,35007,9491,3,3,0,1869,3,2,622.33,1,0,2,1,0,0,0,3,460457,405746,112588,91547,11757,33832,18338,69280
top,3479,2767,3596,6507,53895,796154,13003,36087,8087,3,3,0,1091,3,1,601.05,1,0,2,1,0,0,0,3,436585,383900,117433,91157,11714,44893,18032,48974
miss,1,1511,1638,9119,1895,412582,12575,25447,5387,1,1,0,453,1,1,396.78,1,0,2,1,0,0,0,3,245681,223991,36240,45867,5660,10884,11097,66442
miss,185,2600,3589,13135,22195,777621,12967,31199,5419,3,3,0,1317,3,1,572.36,1,0,2,1,0,0,0,3,420901,368880,113527,87603,9029,36360,18036,48754
miss,707,2664,3448,6495,59259,776898,13067,24563,5287,3,3,0,1173,3,1,540.78,1,0,2,1,0,0,0,3,427759,373464,110536,94437,11553,30184,18032,43734
miss,875,2310,3197,6383,22315,680958,12912,27639,5331,3,3,0,1211,3,1,456.81,1,0,2,1,0,0,0,3,346363,302622,102309,66955,12019,31973,9932,38617
miss,1193,1950,2941,6375,1927,557910,15458,28387,5415,3,3,0,2105,3,1,425.11,1,1,2,1,0,0,0,3,323372,279669,50807,67551,6201,32983,15297,31584
miss,1289,2586,3422,6463,55715,727814,15595,29847,5315,3,3,0,1431,3,1,486.75,1,0,2,1,0,0,0,3,373299,326951,128965,76664,9207,21239,15342,42276
miss,3479,2767,3596,6507,53895,796154,13003,36087,8087,3,3,0,1091,3,1,601.05,1,0,2,1,0,0,0,3,436585,383900,117433,91157,11714,44893,18032,48974
miss,6606,2680,3581,6575,21923,830490,12831,23907,5319,3,3,0,2495,3,2,658.54,1,0,2,1,0,0,0,3,462113,410019,116831,88881,9017,39137,18375,73042
miss,6953,2571,3417,6487,53935,750486,12943,27623,5335,3,3,0,1083,3,1,534.90,1,0,2,1,0,0,0,3,398121,343537,114254,78687,12210,33642,15356,48790
miss,8010,2599,3437,6450,53887,759870,12647,24707,5355,3,3,0,1109,3,1,517.38,1,0,2,1,0,0,0,3,405827,351388,109120,92435,9294,36352,11114,43944
miss,8300,2577,3372,6463,53635,739629,12699,33539,5323,3,3,0,1419,3,1,531.18,1,0,2,1,0,0,0,3,401731,346817,97901,89377,9073,31197,15377,48684
miss,8994,2475,3222,6547,53915,707730,13297,30295,5259,3,3,0,953,3,2,520.44,1,0,2,1,0,0,0,3,379105,326424,96404,74079,11620,26302,15683,54095
miss,9703,2740,3435,6459,53855,758286,13003,25315,5295,3,3,0,1021,3,1,547.13,1,0,2,1,0,0,0,3,404585,349965,104318,80533,11729,36509,12616,50237
miss,9983,2553,3381,6451,55982,731162,12823,27895,5355,3,3,0,1389,3,1,503.84,1,0,2,1,0,0,0,3,385235,341472,110219,89825,9191,34590,13027,38164
miss,10519,2665,3545,6484,58679,770986,13219,26191,10711,3,3,0,1209,3,1,598.74,1,0,2,1,0,0,0,3,416401,369922,112599,93395,9174,33494,15368,61007
miss,10809,2548,3295,6567,53203,734586,12883,25399,5515,3,3,0,1071,3,1,492.38,1,0,2,1,0,0,0,3,380357,336447,106647,83963,14339,26535,18035,43327
miss,11328,2430,3265,6515,1855,741430,12635,30912,5411,2,2,0,1054,2,1,558.93,1,0,2,1,0,0,0,2,392731,346578,97458,82206,11276,35447,19270,45655
miss,11747,2676,3520,6503,58691,784994,13186,27411,5315,3,3,0,1263,3,2,582.11,1,0,2,1,0,0,0,3,427039,369882,118770,89955,11813,37066,16033,59746
miss,12449,2711,3597,6459,53934,769090,12679,33367,5311,3,3,0,1155,3,1,516.07,1,0,2,1,0,0,0,3,386107,331694,137351,82738,9034,30676,18092,44898
miss,13620,2500,3081,6363,53151,714730,12631,28107,5447,3,3,0,1335,3,1,526.34,1,0,2,1,0,0,0,3,352573,306487,111967,40833,11552,29489,10336,47123
miss,15060,2575,3344,6460,1863,806298,12727,24487,5379,2,2,0,1066,2,1,571.66,1,0,2,1,0,0,0,2,458142,401562,98092,90989,11440,29665,18059,49165
miss,15677,1991,2960,6371,1919,587630,13051,27591,8087,4,4,0,1408,4,2,372.76,1,1,2,1,0,0,0,4,317219,268852,73975,75234,11880,16312,10615,39232
miss,15818,2323,3340,6398,1851,700390,12735,27183,5327,2,2,0,1514,2,1,452.49,1,0,2,1,0,0,0,2,378447,325449,91203,83586,11281,17448,18064,44116
miss,15894,2280,3114,6495,53871,645510,13075,24455,8047,3,3,0,1063,3,1,424.88,1,0,2,1,0,0,0,3,360041,307296,88255,77719,9005,20654,12606,38424
miss,16723,2472,3410,6411,21863,746886,12719,28135,5327,3,3,0,1285,3,1,488.96,1,0,2,1,0,0,0,3,403863,356296,109119,104141,11543,27791,12622,38236
miss,17244,2453,3252,6435,53927,708378,13040,24963,5407,3,3,0,1173,3,1,445.43,1,0,2,1,0,0,0,3,367179,319866,112563,89213,8839,17396,7228,41072
miss,17413,2263,3012,6471,22683,668470,12908,24983,8087,3,3,0,1211,3,1,416.19,1,0,2,1,0,0,0,3,348421,303669,93052,78053,9255,21313,13808,36959
miss,17730,1537,2466,6480,1919,428114,12823,24376,5375,2,2,0,1580,2,2,280.96,1,0,2,1,0,0,0,2,216253,182695,51338,46098,3214,10694,3288,42154
miss,17825,2398,3259,6519,60906,675873,12631,24411,5355,3,3,0,1367,3,1,483.28,1,0,2,1,0,0,0,3,345293,301163,92050,74101,6272,24215,12628,38388
miss,20015,2710,3541,6475,56643,798102,13039,26803,5343,3,3,0,1093,3,2,596.92,1,0,2,1,0,0,0,3,444391,389629,114430,96763,11620,29043,18526,62450
miss,23142,2615,3561,6463,37719,789678,12631,25655,5431,3,3,0,2439,3,1,559.78,1,0,2,1,0,0,0,3,427103,375344,108187,93757,11763,27553,18014,49423
miss,23491,2646,3405,6499,56639,778494,12866,24679,5423,3,3,0,1083,3,1,526.58,1,0,2,1,0,0,0,3,417329,362885,117505,103451,11584,25502,15280,48676
miss,24548,2537,3381,6479,54039,736350,12968,27395,5323,3,3,0,1113,3,1,505.78,1,0,2,1,0,0,0,3,392665,347766,110762,96313,9028,23052,18014,43552
miss,24839,2578,3405,6411,72251,718874,12719,24727,5423,3,3,0,1413,3,1,482.97,1,0,2,1,0,0,0,3,390227,337281,111960,82788,9693,25224,15332,34156
miss,25530,2457,3300,6478,53987,692834,13095,24984,7991,3,3,0,1819,3,2,528.15,1,0,2,1,0,0,0,3,387501,348342,98812,84689,11581,27154,11403,57152
miss,26239,2683,3521,10703,58119,770874,12807,33055,5805,3,3,0,1035,3,1,528.01,1,0,2,1,0,0,0,3,429289,371812,109408,101857,11583,30692,13805,49072
miss,26520,2534,3326,6463,53111,735766,12762,24494,5419,3,3,0,1389,3,2,536.15,1,0,2,1,0,0,0,3,420530,378280,99276,98549,11761,21977,15669,58281
miss,27059,2616,3448,8054,53135,755238,13059,25299,5299,3,3,0,1143,3,1,581.00,1,0,2,1,0,0,0,3,417389,367037,103121,84404,11929,38440,17993,46354
miss,27348,2496,3206,6419,58595,697600,16639,28003,5235,3,3,0,1071,3,1,519.12,1,0,2,1,0,0,0,3,374829,329917,90265,81321,6407,25561,15313,52324
miss,27864,2386,3190,6479,1927,737442,12595,24583,7855,3,3,0,1623,3,1,518.75,1,0,2,1,0,0,0,3,398841,353033,103549,91867,11699,27368,12644,46552
miss,28283,2572,3406,8219,53470,740973,13036,27459,7979,3,3,0,2013,3,1,528.16,1,0,2,1,0,0,0,3,409729,359486,101059,95069,8924,37837,9962,44754
miss,28985,2717,3527,13147,60279,751826,12871,24735,8039,3,3,0,1155,3,1,526.28,1,0,2,1,0,0,0,3,410037,362444,106851,90556,12053,33257,12640,47310
miss,30158,2599,3490,6439,55775,759949,12754,27455,5403,3,3,0,1385,3,1,544.34,1,0,2,1,0,0,0,3,415247,365162,108950,88357,11623,33983,18093,47528
miss,31596,2526,3309,6484,1915,787474,12815,25100,10755,3,3,0,1629,3,1,541.10,1,0,2,1,0,0,0,3,422035,369946,115956,88471,14888,38524,15331,43454
miss,32214,1960,2888,6411,7314,563018,12665,24166,5411,3,3,0,1045,3,2,396.89,1,0,2,1,0,0,0,3,295789,254657,79169,74059,9079,6601,15644,42498
miss,32357,2256,3266,6351,1915,683794,12815,25279,5451,2,2,0,1514,2,1,457.70,1,1,2,1,0,0,0,2,369367,323249,94428,86440,11607,27638,15691,36842
miss,32430,2463,2990,6526,57831,696349,13167,26482,5407,4,4,0,1414,4,1,486.44,1,0,2,1,0,0,0,4,385271,335806,104782,92576,9165,30935,12686,43988
miss,33260,2617,3489,6383,21911,796430,12735,25079,8135,3,3,0,1285,3,1,546.01,1,0,2,1,0,0,0,3,421827,366739,133084,93017,11848,33403,15369,51718
miss,33780,2416,3148,6486,53883,695902,13044,27119,5371,3,3,0,1179,3,1,468.24,1,0,2,1,0,0,0,3,372741,330543,101396,82363,11533,25510,12644,46436
miss,33949,2289,3240,7347,24683,666850,12912,30903,5402,3,3,0,1233,3,1,434.02,1,0,2,1,0,0,0,3,357202,312458,82214,81049,11999,26973,9986,32716
miss,34269,1900,2849,6419,1919,541322,12935,28155,5319,3,3,0,1967,3,2,395.32,1,0,2,1,0,0,0,3,282721,249610,81895,53833,9024,8223,15658,54158
miss,34363,2419,3217,6426,53091,689246,12723,28975,5383,3,3,0,1367,3,1,499.47,1,0,2,1,0,0,0,3,387055,346220,94361,90423,11736,20639,18062,43636
miss,36553,2772,3589,6519,56583,821482,13382,25143,8083,3,3,0,1093,3,2,617.01,1,0,2,1,0,0,0,3,475135,414671,113029,94221,19621,32107,18381,70636
miss,39680,2684,3597,6439,21855,821238,17375,27144,5367,3,3,0,2495,3,1,589.28,1,0,2,1,0,0,0,3,447037,392186,118992,88475,14468,35733,18063,54310
miss,40028,2632,3501,6514,54003,772230,12947,23971,5343,3,3,0,1083,3,1,530.42,1,0,2,1,0,0,0,3,412233,365789,110440,89435,12006,28931,18087,46450
miss,41087,2771,3600,6403,59383,794758,12851,24295,5427,4,4,0,1484,4,1,536.74,1,0,2,1,0,0,0,4,427039,374911,103628,89866,12316,32197,18065,43654
miss,41375,2722,3550,8907,53666,774457,15799,27903,5295,3,3,0,1413,3,1,512.36,1,0,2,1,0,0,0,3,425895,357698,107603,95086,11753,25416,18014,46310
miss,42069,2447,3193,6455,53919,681125,13187,41415,8203,3,3,0,953,3,1,431.68,1,0,2,1,0,0,0,3,379915,327504,90325,90987,11596,22878,7222,38298
miss,43310,2524,3544,6507,1895,788950,12651,30991,5479,3,3,0,1629,3,1,554.54,1,0,2,1,0,0,0,3,431079,378726,123320,91947,11710,32665,18066,46082
miss,43928,1815,2795,6371,1887,516101,12942,26827,5464,3,3,0,1059,3,1,383.85,1,0,2,1,0,0,0,3,265420,229779,79850,49497,6217,7192,18124,34740
miss,44071,2584,3486,6375,1903,745042,12711,24775,5491,3,3,0,2265,3,1,532.90,1,1,2,1,0,0,0,2,402361,353008,103189,84225,11613,33435,19549,43952
miss,44147,2451,3224,6555,53919,698902,12674,24795,10711,3,3,0,1069,3,1,467.94,1,0,2,1,0,0,0,3,383263,331644,96411,94303,8848,22955,15296,44766
miss,44975,2426,3392,6495,21851,729034,13219,25107,5415,3,3,0,1273,3,1,500.08,1,0,2,1,0,0,0,3,400057,348274,101086,90113,11598,20396,21266,46308
miss,45497,2629,3422,13655,53979,742114,12686,30235,8074,3,3,0,1443,3,1,500.24,1,0,2,1,0,0,0,3,391890,343375,105409,86557,9037,19648,19126,43538
miss,45666,2370,3190,6419,24947,689558,12871,29455,13391,3,3,0,1201,3,1,476.89,1,0,2,1,0,0,0,3,359531,315482,96188,71841,8942,20921,12632,46120
miss,46079,2440,3234,6495,53127,687910,12790,29887,5427,3,3,0,1367,3,1,438.86,1,0,2,1,0,0,0,3,368575,322318,90665,90955,6208,33037,9972,37138
miss,48269,2671,3560,6483,53947,782206,12699,26843,5379,3,3,0,1085,3,1,555.01,1,0,2,1,0,0,0,3,431799,377332,114475,94158,11855,35403,18100,48848
miss,51395,2687,3632,6551,29899,812398,12646,29574,5379,3,3,0,2517,3,1,586.46,1,0,2,1,0,0,0,3,440295,388383,117967,90968,11743,37292,18455,51520
miss,51740,2637,3447,6479,56595,772442,13047,27315,5383,3,3,0,1073,3,1,534.14,1,0,2,1,0,0,0,3,412881,361033,122415,83833,12160,30675,18090,48650
miss,52619,2033,3010,6407,1923,604982,12655,28927,5407,3,3,0,901,3,2,418.04,1,1,2,1,0,0,0,3,327375,283358,89364,76683,9237,16293,10647,45874
miss,52655,2237,3201,6367,1883,642622,12634,25071,5391,3,3,0,657,3,1,415.46,1,0,2,1,0,0,0,3,331249,276590,90813,72023,6190,22830,15372,31330
miss,52685,1533,2482,6448,1911,412206,12663,25915,5427,3,3,0,639,3,1,238.99,1,0,2,1,0,0,0,3,184355,162102,75823,43777,6131,9174,9928,20590
miss,52800,2494,3027,6727,56587,714078,12763,25719,5419,3,3,0,1101,3,1,469.02,1,0,2,1,0,0,0,3,377807,324993,104487,81899,9033,25533,15382,50494
miss,53089,2678,3522,6446,53675,782106,13084,24891,5335,3,3,0,1421,3,1,577.67,1,0,2,1,0,0,0,3,433997,379512,111543,92069,9042,33285,15297,56956
miss,53779,2451,3266,6503,53891,691638,12655,27799,8175,3,3,0,951,3,1,449.18,1,0,2,1,0,0,0,3,360863,306220,101793,84375,11569,22738,9965,34400
miss,54492,2642,3472,6435,55407,766462,13399,29327,5295,3,3,0,933,3,1,542.20,1,0,2,1,0,0,0,3,419831,370431,109006,89309,12126,30736,18057,47412
miss,54767,2542,3334,8955,53664,705950,12639,31115,5379,2,2,0,1182,2,1,520.99,1,1,2,1,0,0,0,2,379465,335619,94033,78804,8648,30894,18102,46102
miss,55310,2545,3323,6455,53123,732994,14342,27552,5355,3,3,0,1227,3,1,511.44,1,0,2,1,0,0,0,3,392127,343554,111947,89057,8936,28077,9950,51412
miss,55595,2352,3249,6531,40007,682890,12831,25327,5507,3,3,0,1097,3,1,461.26,1,0,2,1,0,0,0,3,356461,313012,101224,85159,11555,20334,13000,42026
miss,56117,2432,3403,6554,1855,742441,15691,24775,5295,3,3,0,1593,3,1,544.08,1,0,2,1,0,0,0,3,410731,361526,101009,88813,9343,35420,15342,49046
miss,56537,2667,3477,6563,53159,785854,12715,29435,5311,3,3,0,1261,3,2,595.09,1,0,2,1,0,0,0,3,429839,380264,117548,87507,9038,39551,15676,58064
